match_id,game_duration,queue,game_mode,surrendered,team_100_wins,gold_diff_1,gold_diff_2,gold_diff_3,gold_diff_4,gold_diff_5,gold_diff_6,gold_diff_7,gold_diff_8,gold_diff_9,gold_diff_10,gold_diff_11,gold_diff_12,gold_diff_13,gold_diff_14,gold_diff_15,first_blood,first_tower,first_dragon,first_herald,towers_taken,dragons_taken,heralds_taken,barons_taken,inhibitors_taken,objectives_count,gold_lead_early,gold_lead_mid,gold_lead_late,objective_advantage
",NA1_5312829716",1746,",420",",CLASSIC",0,0,0,73,-274,-992,-674,-176,-701,-426,-79,-845,-551,-1379,-1358,-1436,-1177,0,0,-1,0,0,-3,0,0,0,6,-674,-171,-332,-9
",NA1_5312844290",1883,",420",",CLASSIC",0,1,0,113,-1071,-1459,-1571,-2429,-1739,-1407,-1201,-709,-800,187,233,587,108,0,0,-1,0,0,-1,0,0,0,4,-1571,862,817,-3
",NA1_5312851721",976,",420",",CLASSIC",0,1,0,48,35,210,1512,1819,1352,1518,1440,3303,3369,3251,4709,4491,6416,0,0,-1,0,0,-1,0,0,0,4,1512,1791,3113,-3
",NA1_5312870503",1147,",420",",CLASSIC",0,1,0,-153,295,-173,468,659,1202,2673,3424,3399,3126,2382,2473,4609,4622,0,0,-1,0,0,-3,0,0,0,4,468,2931,1223,-9
",NA1_5312890230",1685,",420",",CLASSIC",0,1,0,-40,555,552,1119,1146,964,519,2516,2261,3215,3618,3999,4353,4840,0,0,-1,0,0,-3,0,0,0,5,1119,1142,2579,-9
",NA1_5312909119",914,",420",",CLASSIC",0,1,0,12,0,550,891,1814,2209,1607,3361,3436,5417,6258,7348,8949,10149,0,0,-1,0,0,-3,0,0,0,5,891,2545,6713,-9
",NA1_5312923883",2153,",420",",CLASSIC",0,0,-11,-61,-72,493,323,1239,1716,3535,3080,2006,2630,2500,3433,4813,2689,0,0,-1,0,0,-1,0,0,0,3,323,1683,683,-3
",NA1_5312927598",1946,",420",",CLASSIC",0,0,0,120,-273,251,557,676,131,-216,34,234,151,1188,1153,795,873,0,0,-1,0,0,-1,0,0,0,3,557,-323,639,-3
",NA1_5312954121",1647,",420",",CLASSIC",0,0,392,348,97,-156,-584,-771,-972,-226,-684,-1040,-962,-519,-322,662,1192,0,0,-1,0,0,-3,0,0,0,6,-584,-456,2232,-9
",NA1_5313036686",1966,",420",",CLASSIC",0,0,0,105,131,194,492,457,1378,387,-404,-180,490,985,2706,-173,-221,0,0,-1,0,0,-1,0,0,0,4,492,-672,-41,-3
",NA1_5313074533",960,",420",",CLASSIC",0,0,5,118,-341,-520,-521,-741,-1513,-1743,-2365,-2569,-1486,-1477,-1719,-3659,-4515,0,0,-1,0,0,-3,0,0,0,6,-521,-2048,-1946,-9
",NA1_5313101812",1360,",420",",CLASSIC",0,1,5,421,555,-725,-457,-819,-717,189,192,654,1154,777,613,179,1404,0,0,-1,0,0,-3,0,0,0,7,-457,1111,750,-9
",NA1_5313129500",1380,",420",",CLASSIC",0,0,0,17,-1093,-885,-2461,-942,-1022,-1736,-2056,-1836,-2302,-2468,-2283,-3572,-3427,0,0,-1,0,0,-1,0,0,0,3,-2461,625,-1591,-3
",NA1_5313155257",2421,",420",",CLASSIC",0,1,0,16,52,525,-41,-230,-336,-308,-112,-1619,-2749,-2768,-3742,-3033,-3715,0,0,-1,0,0,-1,0,0,0,4,-41,-1578,-2096,-3
",NA1_5313352718",1447,",420",",CLASSIC",0,1,0,25,355,290,1183,2422,1645,2546,2554,5297,5447,5501,8646,8481,7153,0,0,-1,0,0,-3,0,0,0,5,1183,4114,1856,-9
",NA1_5313407410",1295,",420",",CLASSIC",0,0,0,-19,-281,426,-630,-353,-1379,-992,256,1638,1789,1336,-2157,-2582,-3604,0,0,-1,0,0,-3,0,0,0,7,-630,2268,-5242,-9
",NA1_5313426736",1621,",420",",CLASSIC",0,0,0,-44,31,-691,-153,-713,-1029,-2379,-2319,-2598,-3402,-3414,-3543,-4664,-4271,0,0,-1,0,0,-3,0,0,0,6,-153,-2445,-1673,-9
",NA1_5313438580",2347,",420",",CLASSIC",0,0,-5,2,110,716,892,1634,1532,1518,1537,1813,2882,2242,2865,3381,2020,0,0,-1,0,0,-3,0,0,0,4,892,921,207,-9
",NA1_5313480765",1838,",420",",CLASSIC",0,0,0,36,-447,-724,-1311,-846,-543,-315,898,2485,2120,3472,1339,2899,4997,0,0,-1,0,0,-3,0,0,0,6,-1311,3796,2512,-9
",NA1_5313503790",1982,",420",",CLASSIC",0,1,0,14,-225,323,333,754,193,784,-87,-595,-1266,-1739,-97,-132,-195,0,0,-1,0,0,-3,0,0,0,4,333,-928,400,-9
",NA1_5313520871",2044,",420",",CLASSIC",0,0,0,62,-40,316,354,433,757,746,1038,-485,-180,-287,-232,-1243,-1779,0,0,-1,0,0,-3,0,0,0,5,354,-839,-1294,-9
",NA1_5313521444",1561,",420",",CLASSIC",0,1,0,68,-45,487,387,1096,638,1197,992,489,933,-509,370,-347,259,0,0,-1,0,0,-1,0,0,0,5,387,102,-230,-3
",NA1_5313533897",1560,",420",",CLASSIC",0,0,0,-29,-251,864,1516,1576,959,-21,-153,-1023,453,-238,-744,239,-897,0,0,-1,0,0,-3,0,0,0,4,1516,-2539,126,-9
",NA1_5313544222",1785,",420",",CLASSIC",0,0,0,-24,451,396,180,570,-55,124,-16,102,-1856,-1179,-1309,-1868,-1363,0,0,0,0,0,0,0,0,0,0,180,-78,-1465,0
",NA1_5313558906",1276,",420",",CLASSIC",0,0,0,-165,-194,-412,-994,-1180,-893,-1948,-1788,-2641,-3329,-3043,-4523,-3327,-4183,0,0,-1,0,0,-1,0,0,0,3,-994,-1647,-1542,-3
",NA1_5313570231",1610,",420",",CLASSIC",0,1,-400,-309,-164,-151,436,314,1026,1827,1776,2121,2519,3623,3322,4740,5249,0,0,-1,0,0,-3,0,0,0,5,436,1685,3128,-9
",NA1_5313593381",1809,",420",",CLASSIC",0,0,5,56,-84,-433,-657,-197,-1353,-788,-305,-723,-1330,-1730,-996,-1128,-1171,0,0,-1,0,0,-3,0,0,0,5,-657,-66,-448,-9
",NA1_5313598609",1744,",420",",CLASSIC",0,0,5,50,118,-94,-39,136,-1049,-151,-168,-501,-595,-352,-344,-1916,-1316,0,0,-1,0,0,-3,0,0,0,5,-39,-462,-815,-9
",NA1_5313636543",1441,",420",",CLASSIC",0,0,0,-93,104,15,-710,-728,-1039,-925,-1185,-1821,-2323,-2301,-2963,-2268,-2380,0,0,-1,0,0,-3,0,0,0,4,-710,-1111,-559,-9
",NA1_5313663543",2274,",420",",CLASSIC",0,1,0,3,-264,-524,-1013,-647,-341,-759,-701,-834,338,-177,251,518,-30,0,0,-1,0,0,-3,0,0,0,7,-1013,179,804,-9
",NA1_5313706105",2582,",420",",CLASSIC",0,1,0,-125,22,122,513,-265,-118,198,467,313,758,679,382,-382,-965,0,0,-1,0,0,-1,0,0,0,4,513,-200,-1278,-3
",NA1_5313725953",1987,",420",",CLASSIC",0,1,0,87,177,613,464,435,1249,1565,2723,1158,1246,1159,853,932,205,0,0,-1,0,0,-1,0,0,0,2,464,694,-953,-3
",NA1_5313729225",1752,",420",",CLASSIC",0,1,0,47,501,714,1092,1567,1484,1734,580,1386,1243,2618,4239,5168,6235,0,0,-1,0,0,-3,0,0,0,5,1092,294,4849,-9
",NA1_5313752267",995,",420",",CLASSIC",0,0,0,-34,-229,-687,-871,-1360,-2664,-1822,-2646,-2592,-3865,-4031,-4793,-5557,-5788,0,0,-1,0,0,-3,0,0,0,6,-871,-1721,-3196,-9
",NA1_5313780126",1841,",420",",CLASSIC",0,1,1,-443,-1105,-1186,-1845,-1472,-2032,-1552,-1886,-2156,-3618,-3672,-3175,-1931,-2491,0,0,-1,0,0,-3,0,0,0,7,-1845,-311,-335,-9
",NA1_5313799885",1287,",420",",CLASSIC",0,0,0,43,-617,-671,-1520,-1632,-1905,-4012,-3122,-4363,-4700,-6700,-7349,-7895,-8778,0,0,-1,0,0,-3,0,0,0,6,-1520,-2843,-4415,-9
",NA1_5313822029",1590,",420",",CLASSIC",0,0,0,-119,-226,-309,254,464,602,-693,97,-167,-164,-1069,-1348,-368,-924,0,0,-1,0,0,-3,0,0,0,3,254,-421,-757,-9
",NA1_5313945851",1346,",420",",CLASSIC",0,1,0,-38,48,172,531,890,1700,1068,1760,2643,3538,3148,3563,3802,3477,0,0,-1,0,0,-3,0,0,0,5,531,2112,834,-9
",NA1_5313959367",1490,",420",",CLASSIC",0,1,-3,16,-117,-668,-446,-611,-541,-1044,-69,-839,-838,-1411,-968,-434,208,0,0,-1,0,0,-3,0,0,0,4,-446,-393,1047,-9
",NA1_5313960209",1630,",420",",CLASSIC",0,1,0,-65,-261,144,96,1121,1039,879,583,170,-764,-510,-361,300,256,0,0,-1,0,0,-3,0,0,0,6,96,74,86,-9
",NA1_5313979914",2112,",420",",CLASSIC",0,0,0,-104,110,-14,612,800,1613,1699,1564,1807,2317,2534,3291,4710,3460,0,0,-1,0,0,-3,0,0,0,5,612,1195,1653,-9
",NA1_5314014076",1845,",420",",CLASSIC",0,0,-375,-367,-175,-186,-934,54,-23,-176,384,648,287,-649,-772,-118,-51,0,0,-1,0,0,-3,0,0,0,4,-934,1582,-699,-9
",NA1_5314067847",1317,",420",",CLASSIC",0,0,0,-21,-24,224,166,652,-704,-1143,-1298,-3366,-3845,-5220,-5193,-7407,-7422,0,0,-1,0,0,-1,0,0,0,4,166,-3532,-4056,-3
",NA1_5314080383",1154,",420",",CLASSIC",0,1,0,25,81,-538,-1301,-2050,-465,-30,970,744,1583,908,-150,497,1367,0,0,-1,0,0,-1,0,0,0,2,-1301,2045,623,-3
",NA1_5314085448",1508,",420",",CLASSIC",0,0,0,-1,166,70,963,724,1188,1054,1423,2191,-366,201,431,-1188,-1081,0,0,-1,0,0,-3,0,0,0,5,963,1228,-3272,-9
",NA1_5314111954",1631,",420",",CLASSIC",0,1,0,92,228,353,198,-749,754,1151,1681,1713,3058,4851,5233,6107,5667,0,0,-1,0,0,-1,0,0,0,4,198,1515,3954,-3
",NA1_5314144333",1794,",420",",CLASSIC",0,0,0,17,166,220,597,369,121,29,-350,-710,-711,-378,1635,1887,1714,0,0,-1,0,0,-3,0,0,0,4,597,-1307,2424,-9
",NA1_5314183803",1300,",420",",CLASSIC",0,0,5,85,-185,38,534,1553,736,-472,-813,725,440,1141,-517,-832,-1954,0,0,-1,0,0,-1,0,0,0,3,534,191,-2679,-3
",NA1_5314198179",1620,",420",",CLASSIC",0,0,0,45,-152,690,583,541,-906,-709,123,-107,63,-935,-600,-1363,-3826,0,0,-1,0,0,-3,0,0,0,6,583,-690,-3719,-9
",NA1_5314202679",1796,",420",",CLASSIC",0,0,0,418,822,778,305,1024,1866,1553,1418,1657,-632,-281,103,73,389,0,0,-1,0,0,-3,0,0,0,6,305,1352,-1268,-9
",NA1_5314210478",1765,",420",",CLASSIC",0,1,-5,27,131,-1164,-1261,-376,-485,-20,984,549,530,431,-1663,-1714,-1378,0,0,-1,0,0,-3,0,0,0,7,-1261,1810,-1927,-9
",NA1_5314230177",1623,",420",",CLASSIC",0,0,0,-16,-510,47,-87,401,-420,-7,-272,669,1431,1732,1188,65,-821,0,0,-1,0,0,-3,0,0,0,6,-87,756,-1490,-9
",NA1_5314250332",943,",420",",CLASSIC",0,0,0,-3,-52,-580,-959,-1234,-1179,-1528,-1529,-2450,-3166,-4887,-5865,-6731,-8521,0,0,-1,0,0,-3,0,0,0,7,-959,-1491,-6071,-9
",NA1_5314268589",2082,",420",",CLASSIC",0,1,-25,-40,-303,-431,-338,-1071,-1774,-2990,-3801,-3980,-5911,-6062,-5968,-7617,-9197,0,0,-1,0,0,-3,0,0,0,6,-338,-3642,-5217,-9
",NA1_5314301069",1766,",420",",CLASSIC",0,0,0,-52,-488,-661,-725,-671,-500,-499,-279,-179,-225,-628,-1144,-669,-505,0,0,-1,0,0,-1,0,0,0,4,-725,546,-326,-3
",NA1_5314305530",1653,",420",",CLASSIC",0,1,0,-10,76,-147,-73,78,343,772,1051,640,752,-366,-1395,-1454,642,0,0,-1,0,0,-3,0,0,0,7,-73,713,2,-9
",NA1_5314306701",918,",420",",CLASSIC",0,1,0,33,20,694,835,1590,1339,2220,2233,3098,4640,6241,7578,8922,11335,0,0,-1,0,0,-1,0,0,0,6,835,2263,8237,-3
",NA1_5314332665",1775,",420",",CLASSIC",0,1,0,284,283,662,709,556,1387,687,1320,984,1893,1805,2046,3247,4318,0,0,-1,0,0,-3,0,0,0,6,709,275,3334,-9
",NA1_5314345179",1558,",420",",CLASSIC",0,0,462,585,555,394,1035,891,1854,1389,1948,1477,1209,969,1294,2703,3649,0,0,0,0,0,0,0,0,0,2,1035,442,2172,0
",NA1_5314360853",1699,",420",",CLASSIC",0,0,0,-93,-219,795,833,1070,492,139,500,549,321,367,54,245,-305,0,0,-1,0,0,-1,0,0,0,3,833,-284,-854,-3
",NA1_5314370641",1870,",420",",CLASSIC",0,1,0,81,747,-133,-121,-362,-1144,-1675,-857,-722,-1771,-744,-216,-841,-334,0,0,0,0,0,0,0,0,0,3,-121,-601,388,0
",NA1_5314400100",1632,",420",",CLASSIC",0,0,0,-49,-569,-1359,-2470,-2197,-2180,-3017,-2559,-2521,-2482,-3202,-3166,-2088,-2559,0,0,-1,0,0,-3,0,0,0,5,-2470,-51,-38,-9
",NA1_5314596563",1699,",420",",CLASSIC",0,1,0,-96,321,-694,-1540,-1739,-1100,-2140,-2099,-2806,-3267,-4627,-5523,-3418,-4082,0,0,-1,0,0,-3,0,0,0,5,-1540,-1266,-1276,-9
",NA1_5314619901",1136,",420",",CLASSIC",0,0,0,-8,252,1520,813,907,366,-1308,-1721,-2738,-2456,-1619,-1009,-1677,-1441,0,0,0,0,0,0,0,0,0,3,813,-3551,1297,0
",NA1_5314642357",1235,",420",",CLASSIC",0,0,0,-82,-860,-1106,-2138,-2043,-1779,-1703,-2583,-2143,-3043,-2530,-4943,-7084,-7358,0,0,-1,0,0,-3,0,0,0,7,-2138,-5,-5215,-9
",NA1_5314661619",1472,",420",",CLASSIC",0,0,-5,-56,-137,-196,470,-366,-9,-542,-1402,-552,-403,-1309,841,-526,634,0,0,-1,0,0,-3,0,0,0,7,470,-1022,1186,-9
",NA1_5314692907",1665,",420",",CLASSIC",0,1,0,-27,83,719,-46,-80,856,1069,1102,1013,1498,1260,2228,1416,3060,0,0,-1,0,0,-3,0,0,0,4,-46,1059,2047,-9
",NA1_5314710213",1726,",420",",CLASSIC",0,1,0,87,540,638,1295,1276,1089,1018,2849,2239,3306,2860,4384,4194,5920,0,0,-1,0,0,-1,0,0,0,5,1295,944,3681,-3
",NA1_5314726211",1310,",420",",CLASSIC",0,0,4,5,-117,-12,-1250,-977,-1998,-2284,-2139,-1712,-1898,-2842,-2658,-4109,-4957,0,0,-1,0,0,-3,0,0,0,5,-1250,-462,-3245,-9
",NA1_5314740973",939,",420",",CLASSIC",0,0,0,46,378,69,-158,-264,-673,-1062,-2398,-2452,-2670,-2805,-3296,-5563,-6348,0,0,-1,0,0,-1,0,0,0,2,-158,-2294,-3896,-3
",NA1_5314762473",1685,",420",",CLASSIC",0,0,0,29,-29,41,-45,-173,314,-275,-69,-40,110,988,2118,1922,1982,0,0,-1,0,0,-3,0,0,0,8,-45,5,2022,-9
",NA1_5314792726",1408,",420",",CLASSIC",0,1,0,72,-52,-273,633,1006,606,859,1252,3386,3749,3821,3129,4195,5198,0,0,-1,0,0,-1,0,0,0,4,633,2753,1812,-3
",NA1_5314953539",1450,",420",",CLASSIC",0,0,0,57,-562,-1412,-1646,-1748,-1399,-1945,-1079,-814,-1157,-1393,-2223,-1792,-1394,0,0,-1,0,0,-1,0,0,0,7,-1646,832,-580,-3
",NA1_5314975115",1372,",420",",CLASSIC",0,0,0,-31,-839,-148,-843,-745,-358,843,805,954,467,638,-846,-1428,-932,0,0,-1,0,0,-1,0,0,0,5,-843,1797,-1886,-3
",NA1_5315094477",1196,",420",",CLASSIC",0,1,0,492,488,1111,852,539,-46,-389,657,377,1009,2191,1476,1390,2617,0,0,-1,0,0,-1,0,0,0,4,852,-475,2240,-3
",NA1_5315116535",1785,",420",",CLASSIC",0,0,0,-52,221,438,1089,416,800,788,1774,2289,3309,2327,1123,775,1383,0,0,-1,0,0,-3,0,0,0,5,1089,1200,-906,-9
",NA1_5315133432",1238,",420",",CLASSIC",0,1,0,88,474,1450,1018,1778,2688,3966,4073,4079,4777,4837,6348,8348,9784,0,0,-1,0,0,-3,0,0,0,7,1018,3061,5705,-9
",NA1_5315155517",2153,",420",",CLASSIC",0,1,405,462,414,400,469,638,-128,691,548,286,-796,951,1245,3202,3361,0,0,-1,0,0,-1,0,0,0,2,469,-183,3075,-3
",NA1_5315185852",1748,",420",",CLASSIC",0,0,-20,142,59,850,-458,-1293,-1887,-3044,-3048,-3516,-3808,-3566,-3087,-4045,-4464,0,0,-1,0,0,-3,0,0,0,4,-458,-3058,-948,-9
",NA1_5315260989",1444,",420",",CLASSIC",0,0,-15,-184,-525,-1094,-1976,-1806,-2025,-2010,-2284,-2256,-2502,-3762,-3732,-3929,-4943,0,0,-1,0,0,-1,0,0,0,2,-1976,-280,-2687,-3
",NA1_5315288985",1175,",420",",CLASSIC",0,1,25,969,1051,1277,1228,1176,567,1119,1844,3336,3759,3850,4529,5136,5711,0,0,-1,0,0,-3,0,0,0,7,1228,2108,2375,-9
",NA1_5315338613",1693,",420",",CLASSIC",0,0,0,-40,-194,-390,-443,373,557,-82,300,-13,443,-65,-873,-2000,-4192,0,0,-1,0,0,-3,0,0,0,5,-443,430,-4179,-9
",NA1_5315364944",1423,",420",",CLASSIC",0,1,0,37,-54,839,1197,1175,1409,774,-123,1084,2322,1872,2191,2744,2335,0,0,-1,0,0,-3,0,0,0,7,1197,-113,1251,-9
",NA1_5315784076",922,",420",",CLASSIC",0,0,0,-381,-941,26,630,-1330,-632,-914,-789,84,47,-641,-1414,-2550,-3983,0,0,-1,0,0,-1,0,0,0,2,630,-546,-4067,-3
",NA1_5315869608",1154,",420",",CLASSIC",0,0,-420,-771,-1241,-1192,-475,-1226,-2866,-2284,-3285,-4360,-4686,-6067,-5528,-6035,-6621,0,0,-1,0,0,-3,0,0,0,8,-475,-3885,-2261,-9
",NA1_5315968425",1916,",420",",CLASSIC",0,1,0,-100,-105,732,1391,1022,1541,1862,1926,685,235,-625,-60,-473,301,0,0,-1,0,0,-3,0,0,0,5,1391,-706,-384,-9
",NA1_5315983642",1245,",420",",CLASSIC",0,0,0,-1245,-1055,-505,-360,-526,-300,-687,-749,-1748,-1690,-2598,-3077,-2954,-2660,0,0,-1,0,0,-3,0,0,0,5,-360,-1388,-912,-9
",NA1_5316025142",1226,",420",",CLASSIC",0,1,0,155,-43,1289,1608,1870,1930,3035,3287,2952,2796,3167,3972,4221,3593,0,0,-1,0,0,-3,0,0,0,6,1608,1344,641,-9
",NA1_5316039673",1136,",420",",CLASSIC",0,1,0,-183,-291,-228,-252,209,411,213,768,892,1109,1962,1246,983,4496,0,0,-1,0,0,-3,0,0,0,7,-252,1144,3604,-9
",NA1_5316054012",1731,",420",",CLASSIC",0,0,0,-68,-171,270,408,-914,-39,-374,504,671,440,312,-939,-1515,-2323,0,0,-1,0,0,-3,0,0,0,6,408,263,-2994,-9
",NA1_5316057397",1525,",420",",CLASSIC",0,0,0,29,161,-317,-556,-996,-1478,-2650,-1293,-474,-1850,-2023,-1190,-2892,-5728,0,0,-1,0,0,-3,0,0,0,7,-556,82,-5254,-9
",NA1_5316080400",990,",420",",CLASSIC",0,0,0,34,443,601,540,586,1762,712,773,-231,-848,-1399,-1807,-2512,-4047,0,0,-1,0,0,-1,0,0,0,3,540,-771,-3816,-3
",NA1_5316091022",1494,",420",",CLASSIC",0,1,0,6,1010,748,630,559,736,549,774,118,423,1265,1860,1820,2810,0,0,-1,0,0,-3,0,0,0,6,630,-512,2692,-9
",NA1_5316113128",1661,",420",",CLASSIC",0,1,0,-120,251,461,-96,948,1017,1260,1461,1644,1578,2133,2414,2702,3499,0,0,-1,0,0,-3,0,0,0,8,-96,1740,1855,-9
",NA1_5316127040",1467,",420",",CLASSIC",0,0,0,-97,-130,-450,-1242,-998,-545,-1490,-1333,-2535,-4013,-4816,-5651,-6546,-7563,0,0,-1,0,0,-3,0,0,0,6,-1242,-1293,-5028,-9
",NA1_5316148625",921,",420",",CLASSIC",0,1,0,-146,-418,-1014,-1585,-1066,-1331,-1465,262,572,1173,2912,3181,6641,7716,0,0,-1,0,0,-1,0,0,0,4,-1585,2157,7144,-3
",NA1_5316178356",1972,",420",",CLASSIC",0,0,0,-61,-193,553,-851,-14,-549,-392,610,1060,1932,1137,1394,1774,1220,0,0,-1,0,0,-3,0,0,0,5,-851,1911,160,-9
",NA1_5316331454",1654,",420",",CLASSIC",0,0,0,12,155,820,694,1595,2058,2571,872,-119,-1251,-2625,-5094,-4098,-3912,0,0,-1,0,0,-3,0,0,0,8,694,-813,-3793,-9
",NA1_5316400150",1391,",420",",CLASSIC",0,0,375,390,702,827,594,359,510,94,-803,-598,-1136,-1072,-948,-1072,-3499,0,0,-1,0,0,-3,0,0,0,4,594,-1192,-2901,-9
",NA1_5316420660",1338,",420",",CLASSIC",0,0,0,-398,-295,-165,250,86,-517,4,74,-628,-1902,-2085,-1717,-1237,-2014,0,0,-1,0,0,-3,0,0,0,5,250,-878,-1386,-9
",NA1_5316437121",1234,",420",",CLASSIC",0,1,445,457,722,1136,1187,1177,506,492,910,332,-195,193,-765,-417,1718,0,0,-1,0,0,-3,0,0,0,6,1187,-855,1386,-9
",NA1_5316463543",1379,",420",",CLASSIC",0,1,0,57,-324,-743,113,210,1035,1395,1160,1150,1862,2958,2248,4917,4920,0,0,-1,0,0,-3,0,0,0,8,113,1037,3770,-9
",NA1_5316480920",2564,",420",",CLASSIC",0,1,0,250,52,373,-66,788,1246,1360,1303,1053,814,737,-493,-860,-763,0,0,-1,0,0,-1,0,0,0,1,-66,1119,-1816,-3
",NA1_5316514842",1461,",420",",CLASSIC",0,0,0,43,-653,-561,-1167,-1870,-3051,-3882,-4397,-3996,-4181,-3636,-3386,-3635,-5393,0,0,-1,0,0,-1,0,0,0,5,-1167,-2829,-1397,-3
",NA1_5316530329",2238,",420",",CLASSIC",0,0,15,-70,296,836,710,1016,1068,1150,1343,469,416,-208,-317,-1480,-1144,0,0,-1,0,0,-3,0,0,0,4,710,-241,-1613,-9
",NA1_5316540756",1806,",420",",CLASSIC",0,1,-5,71,1294,-131,806,1093,1631,1819,1397,1834,1362,2050,3262,1776,1810,0,0,-1,0,0,-1,0,0,0,5,806,1028,-24,-3
",NA1_5316569860",1876,",420",",CLASSIC",0,0,0,19,186,85,-344,-363,62,1503,1078,1524,1837,1301,2417,1970,1536,0,0,-1,0,0,-3,0,0,0,7,-344,1868,12,-9
",NA1_5316689975",1902,",420",",CLASSIC",0,0,0,-13,-86,-99,-316,-434,-87,227,750,986,679,1712,2492,1824,1583,0,0,-1,0,0,-3,0,0,0,4,-316,1302,597,-9
",NA1_5316731190",1569,",420",",CLASSIC",0,1,395,305,1006,680,1410,1380,1163,1082,2233,1557,1893,2766,2579,2879,3238,0,0,-1,0,0,-3,0,0,0,5,1410,147,1681,-9
",NA1_5316757240",1589,",420",",CLASSIC",0,0,0,-131,60,207,243,546,-229,501,965,1317,1726,2573,3235,3052,3443,0,0,-1,0,0,-1,0,0,0,5,243,1074,2126,-3
",NA1_5316803217",1588,",420",",CLASSIC",0,0,25,209,-315,-101,1095,927,492,1342,59,1573,2998,3486,4419,4678,5356,0,0,-1,0,0,-3,0,0,0,7,1095,478,3783,-9
",NA1_5317208736",2073,",420",",CLASSIC",0,1,25,2,-610,-548,-626,-742,-393,-904,-1550,-1277,-2230,-2715,-4081,-5253,-4283,0,0,-1,0,0,-1,0,0,0,5,-626,-651,-3006,-3
",NA1_5317225221",1385,",420",",CLASSIC",0,1,0,35,449,1012,776,1174,973,951,815,156,224,1436,3458,3280,3714,0,0,-1,0,0,-3,0,0,0,4,776,-620,3558,-9
",NA1_5317236262",1445,",420",",CLASSIC",0,0,0,19,500,1059,1893,2677,2852,3475,2468,2296,2671,3030,3044,1588,1504,0,0,-1,0,0,-3,0,0,0,5,1893,403,-792,-9
",NA1_5317254053",916,",420",",CLASSIC",0,1,-5,-38,747,996,1335,1634,1280,1567,2953,2798,4073,5254,9020,8022,8552,0,0,-1,0,0,-1,0,0,0,6,1335,1463,5754,-3
",NA1_5317290088",2052,",420",",CLASSIC",0,1,0,50,77,494,1152,996,2014,2040,1338,2621,2608,3789,3731,3475,3999,0,0,-1,0,0,-1,0,0,0,3,1152,1469,1378,-3
",NA1_5317327295",1901,",420",",CLASSIC",0,0,0,2,-377,116,394,515,440,0,-653,-467,-628,-806,-266,-668,721,0,0,-1,0,0,-3,0,0,0,6,394,-861,1188,-9
",NA1_5317347854",1501,",420",",CLASSIC",0,1,5,-375,-579,97,342,679,90,1738,2458,1975,2365,1047,2584,2717,2386,0,0,-1,0,0,-1,0,0,0,7,342,1633,411,-3
",NA1_5317370089",912,",420",",CLASSIC",0,1,0,-58,646,1255,1258,1634,2634,2872,2549,4140,3469,5316,6901,7258,9941,0,0,-1,0,0,-1,0,0,0,3,1258,2882,5801,-3
",NA1_5317383977",1737,",420",",CLASSIC",0,0,0,30,-409,-316,-211,-274,265,295,484,-187,-156,-197,310,918,84,0,0,-1,0,0,-3,0,0,0,5,-211,24,271,-9
",NA1_5317494894",1777,",420",",CLASSIC",0,0,0,522,-130,570,1551,2071,2609,3038,3029,3093,1543,596,1589,3037,2114,0,0,-1,0,0,-3,0,0,0,6,1551,1542,-979,-9
",NA1_5317507934",1521,",420",",CLASSIC",0,1,0,86,-326,-607,543,-234,-475,-430,-536,-643,-1058,-778,-715,-878,-1135,0,0,-1,0,0,-1,0,0,0,3,543,-1186,-492,-3
",NA1_5317686912",1503,",420",",CLASSIC",0,0,0,29,198,102,-863,-724,-1365,-1240,-1891,-1437,-1156,-1028,-987,-1366,-2560,0,0,-1,0,0,-3,0,0,0,4,-863,-574,-1123,-9
",NA1_5317885078",2169,",420",",CLASSIC",0,0,0,-228,698,1395,1364,998,329,951,1935,2921,1142,1633,2210,3695,4789,0,0,-1,0,0,-1,0,0,0,3,1364,1557,1868,-3
",NA1_5317916402",1855,",420",",CLASSIC",0,0,-5,-83,-98,426,-232,-1199,-1234,-1492,-1338,-2677,-2003,-3263,-3503,-4135,-4054,0,0,-1,0,0,-3,0,0,0,3,-232,-2445,-1377,-9
",NA1_5317928171",967,",420",",CLASSIC",0,0,-5,-76,-328,-442,-1397,-1126,-1963,-1777,-2057,-2520,-3192,-3801,-5658,-7546,-8004,0,0,-1,0,0,-3,0,0,0,5,-1397,-1123,-5484,-9
",NA1_5317942422",1766,",420",",CLASSIC",0,0,0,311,109,197,-18,92,-412,-736,-1860,-1700,-1856,-764,-1045,-2567,-1518,0,0,-1,0,0,-1,0,0,0,4,-18,-1682,182,-3
",NA1_5317944005",1709,",420",",CLASSIC",0,0,0,349,167,-511,-574,-1745,-1147,-1046,-1362,380,-542,876,-36,266,321,0,0,-1,0,0,-1,0,0,0,4,-574,954,-59,-3
",NA1_5317957984",1245,",420",",CLASSIC",0,1,0,378,460,-149,-23,464,471,1404,1115,1981,2273,2331,3208,3211,4890,0,0,-1,0,0,-1,0,0,0,3,-23,2004,2909,-3
",NA1_5317964610",1242,",420",",CLASSIC",0,0,-10,-431,-117,-302,-487,-37,-444,-695,-1475,-1204,-1252,-325,-1859,-2266,-2389,0,0,-1,0,0,-1,0,0,0,6,-487,-717,-1185,-3
