match_id,game_duration,queue,game_mode,surrendered,team_100_wins,gold_diff_1,gold_diff_2,gold_diff_3,gold_diff_4,gold_diff_5,gold_diff_6,gold_diff_7,gold_diff_8,gold_diff_9,gold_diff_10,gold_diff_11,gold_diff_12,gold_diff_13,gold_diff_14,gold_diff_15,first_blood,first_tower,first_dragon,first_herald,towers_taken,dragons_taken,heralds_taken,barons_taken,inhibitors_taken,objectives_count,gold_lead_early,gold_lead_mid,gold_lead_late,objective_advantage
",NA1_5305607137",2173,",420",",CLASSIC",0,0,0,248,468,2259,2139,3033,3224,3542,3965,3419,4005,5277,5646,7086,7066,0,0,-1,0,0,-3,0,0,0,8,2139,1280,3647,-9
",NA1_5305656621",1400,",420",",CLASSIC",0,1,-5,382,517,1056,1004,786,895,608,1110,432,635,1472,1850,2574,2714,0,0,-1,0,0,-1,0,0,0,2,1004,-572,2282,-3
",NA1_5305685006",1380,",420",",CLASSIC",0,0,0,-53,-158,878,640,919,106,655,-191,26,53,-493,738,902,1005,0,0,-1,0,0,-3,0,0,0,3,640,-614,979,-9
",NA1_5305701724",1099,",420",",CLASSIC",0,0,0,-479,-536,-215,120,-698,-515,-1681,-1971,-1829,-2281,-4316,-4575,-6625,-6191,0,0,-1,0,0,-3,0,0,0,9,120,-1949,-4362,-9
",NA1_5305998405",1720,",420",",CLASSIC",0,1,0,-63,-409,-156,-1054,-1238,44,-117,-718,-28,254,871,-86,1350,1575,0,0,-1,0,0,-3,0,0,0,6,-1054,1026,1603,-9
",NA1_5306006424",1569,",420",",CLASSIC",0,1,-1,95,752,1583,616,154,140,368,-37,700,941,2645,2856,3803,3464,0,0,-1,0,0,-3,0,0,0,8,616,84,2764,-9
",NA1_5306126632",1684,",420",",CLASSIC",0,0,0,-248,-228,-1001,-1195,-1176,-1379,-1645,-1788,-1084,-1815,-17,1070,1199,2569,0,0,-1,0,0,-3,0,0,0,8,-1195,111,3653,-9
",NA1_5306179960",942,",420",",CLASSIC",0,0,0,-372,-477,-1125,-806,-1073,-892,-1037,-1413,-450,-1409,-1004,-3204,-4447,-4339,0,0,-1,0,0,-1,0,0,0,1,-806,356,-3889,-3
",NA1_5306216736",1827,",420",",CLASSIC",0,0,0,-12,-22,-216,-103,13,261,-238,-435,-1323,-919,-1366,-79,-589,-1099,0,0,-1,0,0,-3,0,0,0,8,-103,-1220,224,-9
",NA1_5306257676",1544,",420",",CLASSIC",0,1,0,297,472,688,513,415,1447,979,195,-106,-644,78,811,1693,1264,0,0,-1,0,0,-3,0,0,0,6,513,-619,1370,-9
",NA1_5306305983",1667,",420",",CLASSIC",0,1,0,563,367,716,417,2157,2533,1967,3671,3339,3794,3934,1887,2540,2117,0,0,-1,0,0,-1,0,0,0,5,417,2922,-1222,-3
",NA1_5306336503",1480,",420",",CLASSIC",0,1,0,-32,4,609,1067,1096,2109,1728,1558,1937,3225,2419,3592,4368,5011,0,0,-1,0,0,-3,0,0,0,5,1067,870,3074,-9
",NA1_5306578603",1086,",420",",CLASSIC",0,1,0,70,-180,1125,2896,2996,4822,4548,5415,4575,5364,5389,5502,8897,9419,0,0,-1,0,0,-3,0,0,0,8,2896,1679,4844,-9
",NA1_5306592343",1617,",420",",CLASSIC",0,0,0,632,893,716,844,197,-624,-1167,-926,-308,-807,1100,811,1269,-629,0,0,-1,0,0,-3,0,0,0,8,844,-1152,-321,-9
",NA1_5306598816",1722,",420",",CLASSIC",0,0,0,-73,90,-768,-307,-896,-1089,-1036,-1227,-1880,-1565,-2111,-3623,-3960,-1807,0,0,-1,0,0,-3,0,0,0,5,-307,-1573,73,-9
",NA1_5306619785",1720,",420",",CLASSIC",0,1,1,-72,-143,-284,-317,-321,426,644,511,308,733,399,199,374,-1377,0,0,-1,0,0,-3,0,0,0,6,-317,625,-1685,-9
",NA1_5306631457",1729,",420",",CLASSIC",0,0,0,11,-324,-155,188,777,1449,690,524,674,1269,2626,2401,3385,3258,0,0,-1,0,0,-1,0,0,0,4,188,486,2584,-3
",NA1_5306638996",1435,",420",",CLASSIC",0,1,0,159,126,770,243,1555,2074,2139,3068,2231,2517,3256,3955,3175,3298,0,0,0,0,0,0,0,0,0,0,243,1988,1067,0
",NA1_5306643895",1688,",420",",CLASSIC",0,1,0,-37,77,238,532,470,263,140,1694,2805,1673,3762,4112,3341,3265,0,0,-1,0,0,-3,0,0,0,7,532,2273,460,-9
",NA1_5306665382",2033,",420",",CLASSIC",0,0,0,-832,-1027,-523,-60,-27,-166,115,196,-374,-774,-954,-1005,-796,-625,0,0,-1,0,0,-1,0,0,0,3,-60,-314,-251,-3
",NA1_5306681536",1769,",420",",CLASSIC",0,1,0,-38,266,624,536,-1612,-1292,-933,-1613,-942,-1257,-1473,-1423,-4643,-3316,0,0,-1,0,0,-3,0,0,0,8,536,-1478,-2374,-9
",NA1_5306700056",1452,",420",",CLASSIC",0,0,5,9,175,-252,-388,329,-346,-27,-155,68,-553,-1504,-2246,-2136,-1211,0,0,-1,0,0,-3,0,0,0,5,-388,456,-1279,-9
",NA1_5306724500",1451,",420",",CLASSIC",0,1,0,461,-651,-517,-50,-374,-1076,-472,-1088,-1400,-1531,-1484,-962,819,1028,0,0,-1,0,0,-1,0,0,0,4,-50,-1350,2428,-3
",NA1_5306739111",1645,",420",",CLASSIC",0,0,0,-60,245,-150,-289,-371,-374,65,40,-1450,-2314,-2494,-2683,-2841,-3031,0,0,-1,0,0,-3,0,0,0,5,-289,-1161,-1581,-9
",NA1_5306763539",1599,",420",",CLASSIC",0,1,0,103,379,1181,2051,1719,1998,2073,2534,3125,3798,3494,4680,2706,3054,0,0,-1,0,0,-3,0,0,0,5,2051,1074,-71,-9
",NA1_5306787533",1283,",420",",CLASSIC",0,0,-394,-397,-412,-1226,-1380,-1483,-1852,-2145,-1406,-1945,-1776,-358,-330,-840,-987,0,0,-1,0,0,-3,0,0,0,6,-1380,-565,958,-9
",NA1_5306806533",1779,",420",",CLASSIC",0,0,0,0,-64,1166,151,796,679,975,1203,1105,660,1003,2196,2023,1461,0,0,-1,0,0,-1,0,0,0,3,151,954,356,-3
",NA1_5306852013",1708,",420",",CLASSIC",0,1,-5,453,-753,-1331,-1619,-1264,-818,-1785,-2849,-2855,-2967,-3837,-2122,-814,-1044,0,0,-1,0,0,-3,0,0,0,6,-1619,-1236,1811,-9
",NA1_5306892377",965,",420",",CLASSIC",0,1,0,-25,-94,1199,2336,3096,3188,3080,3461,3613,3701,3747,6039,7701,7068,0,0,-1,0,0,-3,0,0,0,8,2336,1277,3455,-9
",NA1_5306919298",1714,",420",",CLASSIC",0,1,-395,1,130,1115,1382,870,777,1924,1338,1537,3301,2890,3727,3919,3418,0,0,-1,0,0,-3,0,0,0,6,1382,155,1881,-9
",NA1_5307326746",1995,",420",",CLASSIC",0,1,0,-13,3,617,771,1098,898,582,573,557,85,-400,-387,-2951,-2597,0,0,-1,0,0,-3,0,0,0,5,771,-214,-3154,-9
",NA1_5307361200",1452,",420",",CLASSIC",0,0,0,-83,23,-13,-277,-759,-510,-695,30,-621,-464,-2141,-1983,-1301,-2273,0,0,-1,0,0,-3,0,0,0,6,-277,-344,-1652,-9
",NA1_5307366547",1605,",420",",CLASSIC",0,0,-5,-150,-322,-641,-1175,-1236,-149,-521,536,-736,-1005,-2015,-2533,-3860,-3684,0,0,-1,0,0,-3,0,0,0,6,-1175,439,-2948,-9
",NA1_5307394946",1494,",420",",CLASSIC",0,1,0,100,330,705,93,-125,1271,1717,1772,2842,2920,1648,1611,2661,2962,0,0,-1,0,0,-3,0,0,0,8,93,2749,120,-9
",NA1_5307429675",1989,",420",",CLASSIC",0,1,15,24,55,555,827,949,350,1142,929,1398,1322,1165,1186,3336,4511,0,0,-1,0,0,-3,0,0,0,6,827,571,3113,-9
",NA1_5307466504",1642,",420",",CLASSIC",0,0,0,17,73,170,175,274,426,867,1323,1322,1238,1948,1910,2780,2440,0,0,-1,0,0,-3,0,0,0,5,175,1147,1118,-9
",NA1_5307480454",1820,",420",",CLASSIC",0,1,0,-41,-469,-495,-592,-203,-318,434,-219,-47,-1405,-398,-986,-544,738,0,0,-1,0,0,-3,0,0,0,6,-592,545,785,-9
",NA1_5307496394",2202,",420",",CLASSIC",0,0,394,443,601,444,193,949,1163,1579,1348,1979,2510,2923,1577,1121,829,0,0,-1,0,0,-3,0,0,0,7,193,1786,-1150,-9
",NA1_5307537729",1619,",420",",CLASSIC",0,1,-11,34,-229,-1034,480,498,-353,433,69,234,299,1172,1246,1579,1572,0,0,-1,0,0,-3,0,0,0,4,480,-246,1338,-9
",NA1_5307569405",2371,",420",",CLASSIC",0,0,0,-27,236,229,-331,-267,-26,843,-1,-24,184,21,1327,1569,1544,0,0,-1,0,0,-1,0,0,0,2,-331,307,1568,-3
",NA1_5307915793",1601,",420",",CLASSIC",0,1,0,112,66,378,384,689,1302,1772,2039,2311,3554,4531,5995,7018,7777,0,0,-1,0,0,-3,0,0,0,5,384,1927,5466,-9
",NA1_5308008382",1268,",420",",CLASSIC",0,1,0,25,539,614,710,902,1655,1253,2384,3472,3727,3761,3155,4448,5699,0,0,-1,0,0,-3,0,0,0,5,710,2762,2227,-9
",NA1_5308023532",1833,",420",",CLASSIC",0,0,12,49,461,25,-220,-393,-637,-1464,-2124,-1634,-2184,-1614,-2830,-2463,-1145,0,0,-1,0,0,-3,0,0,0,4,-220,-1414,489,-9
",NA1_5308039349",1939,",420",",CLASSIC",0,1,0,74,0,257,-425,-360,-687,-574,-111,143,780,421,-119,499,-359,0,0,-1,0,0,-3,0,0,0,4,-425,568,-502,-9
",NA1_5308057257",1656,",420",",CLASSIC",0,1,0,17,-43,249,26,892,405,1153,1156,2766,3754,2258,3457,4525,5146,0,0,-1,0,0,-1,0,0,0,4,26,2740,2380,-3
",NA1_5308076824",1695,",420",",CLASSIC",0,0,0,-1,-102,281,299,678,1297,500,734,772,231,677,-203,-315,1131,0,0,-1,0,0,-3,0,0,0,6,299,473,359,-9
",NA1_5308114955",1598,",420",",CLASSIC",0,0,0,-37,461,448,846,726,673,1680,563,-84,9,-139,439,-10,-782,0,0,-1,0,0,-3,0,0,0,5,846,-930,-698,-9
",NA1_5308123915",982,",420",",CLASSIC",0,1,-384,-413,-332,-298,-877,-1251,-2012,-1814,-1935,-705,-1815,-863,1482,2018,3205,0,0,-1,0,0,-1,0,0,0,2,-877,172,3910,-3
",NA1_5308145077",1548,",420",",CLASSIC",0,0,0,1,1181,1042,1911,3358,4012,4918,5571,5607,3068,2047,2420,1089,2337,0,0,-1,0,0,-1,0,0,0,2,1911,3696,-3270,-3
",NA1_5308188048",1903,",420",",CLASSIC",0,0,0,-26,326,844,1312,1831,1615,1539,675,1099,163,947,994,1403,1907,0,0,-1,0,0,-3,0,0,0,5,1312,-213,808,-9
",NA1_5308220443",952,",420",",CLASSIC",0,1,-5,174,-269,-128,-1168,-1356,-598,-81,-385,1333,2709,3662,4312,4412,4435,0,0,-1,0,0,-3,0,0,0,3,-1168,2501,3102,-9
",NA1_5308510803",2222,",420",",CLASSIC",0,0,0,-480,-431,-1212,-134,-510,-1271,-1304,-2772,-3403,-3919,-4475,-5550,-5704,-4446,0,0,-1,0,0,-1,0,0,0,3,-134,-3269,-1043,-3
",NA1_5308543571",2930,",420",",CLASSIC",0,1,0,76,582,480,-720,-17,26,493,934,70,-465,-1183,-1159,-1501,-1602,0,0,-1,0,0,-1,0,0,0,3,-720,790,-1672,-3
",NA1_5308597971",1287,",420",",CLASSIC",0,0,0,-304,-206,-1366,-1162,-1717,-2228,-2360,-3023,-3009,-4019,-3909,-4206,-4365,-3734,0,0,-1,0,0,-3,0,0,0,4,-1162,-1847,-725,-9
",NA1_5308604061",2164,",420",",CLASSIC",0,0,0,-112,-59,-88,665,623,539,1563,1408,1391,271,381,944,-301,-790,0,0,-1,0,0,-1,0,0,0,3,665,726,-2181,-3
",NA1_5308611068",1899,",420",",CLASSIC",0,0,0,-35,349,447,616,321,841,792,62,-492,-555,-2050,-3964,-4973,-5892,0,0,-1,0,0,-1,0,0,0,5,616,-1108,-5400,-3
",NA1_5308643042",2024,",420",",CLASSIC",0,1,0,-102,-718,-986,-735,-540,-720,-186,551,98,-313,-2103,-1791,-1175,-425,0,0,-1,0,0,-3,0,0,0,6,-735,833,-523,-9
",NA1_5308672593",2192,",420",",CLASSIC",0,0,-11,-30,-429,594,311,827,1109,2173,2305,1277,1358,0,-84,-275,840,0,0,-1,0,0,-1,0,0,0,2,311,966,-437,-3
",NA1_5308747768",517,",420",",CLASSIC",0,1,0,-33,-145,744,754,619,559,862,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,-754,0,0
",NA1_5308766254",929,",420",",CLASSIC",0,1,0,39,504,688,1083,1438,1666,684,2161,2022,3299,2956,5263,5760,5090,0,0,-1,0,0,-3,0,0,0,4,1083,939,3068,-9
",NA1_5308780372",1693,",420",",CLASSIC",0,0,0,-65,-688,-399,-59,-527,575,1099,2036,1676,1594,1726,1393,703,771,0,0,-1,0,0,-1,0,0,0,3,-59,1735,-905,-3
",NA1_5308788291",1520,",420",",CLASSIC",0,1,0,-67,-70,-354,-608,-741,-767,-639,32,-807,-1213,-1211,-1751,-1144,-1452,0,0,-1,0,0,-1,0,0,0,2,-608,-199,-645,-3
",NA1_5308807606",979,",420",",CLASSIC",0,0,0,2,-75,-220,-357,-508,-1235,-2806,-3739,-4667,-5591,-6014,-6104,-8541,-9339,0,0,-1,0,0,-3,0,0,0,7,-357,-4310,-4672,-9
",NA1_5308819592",1205,",420",",CLASSIC",0,1,0,273,757,561,77,433,1064,2631,2190,2832,3684,2657,3789,4748,5296,0,0,-1,0,0,-1,0,0,0,5,77,2755,2464,-3
",NA1_5308835758",1794,",420",",CLASSIC",0,1,0,176,330,746,1074,1326,2011,1722,1773,1630,1200,1782,1897,1855,3544,0,0,-1,0,0,-3,0,0,0,4,1074,556,1914,-9
",NA1_5308997584",1624,",420",",CLASSIC",0,1,0,-37,419,568,1759,1530,2236,2334,2657,2712,3223,5144,6326,6194,6589,0,0,-1,0,0,-3,0,0,0,6,1759,953,3877,-9
",NA1_5309013445",2117,",420",",CLASSIC",0,1,0,31,-707,-77,-500,-239,-1126,-1986,-2798,-2221,-4925,-4850,-4505,-4594,-4728,0,0,-1,0,0,-3,0,0,0,8,-500,-1721,-2507,-9
",NA1_5309041664",1794,",420",",CLASSIC",0,1,0,42,241,120,-14,-70,-726,-173,-409,-436,-334,-1425,-1671,-1775,-3352,0,0,-1,0,0,-3,0,0,0,4,-14,-422,-2916,-9
",NA1_5309061379",1645,",420",",CLASSIC",0,1,0,310,243,65,-530,-94,832,318,-20,-187,-527,612,87,115,-1321,0,0,-1,0,0,-1,0,0,0,2,-530,343,-1134,-3
",NA1_5309070496",1654,",420",",CLASSIC",0,1,0,75,111,-296,536,1231,1364,2559,2358,2774,2633,2105,2897,3010,3130,0,0,-1,0,0,-3,0,0,0,3,536,2238,356,-9
",NA1_5309085741",1661,",420",",CLASSIC",0,0,0,-111,109,97,-11,1137,908,2226,1602,1253,1026,902,1,1075,-612,0,0,-1,0,0,-1,0,0,0,3,-11,1264,-1865,-3
",NA1_5309091599",1748,",420",",CLASSIC",0,0,5,70,136,-418,200,-783,-481,-2272,-2344,-2282,-2611,-3643,-3542,-5758,-4865,0,0,-1,0,0,-1,0,0,0,5,200,-2482,-2583,-3
",NA1_5309108975",1656,",420",",CLASSIC",0,0,-394,-514,-757,-1629,-1990,-2069,-2303,-2607,-717,-200,-397,-1433,-884,120,-99,0,0,-1,0,0,-3,0,0,0,5,-1990,1790,101,-9
",NA1_5309116838",1629,",420",",CLASSIC",0,1,0,63,589,1557,1768,2158,1606,1425,1796,2025,2157,2561,5632,4833,4988,0,0,-1,0,0,-1,0,0,0,5,1768,257,2963,-3
",NA1_5309169949",1836,",420",",CLASSIC",0,0,-2,-31,708,650,888,1243,1257,1298,2176,2946,947,1435,-152,-212,215,0,0,-1,0,0,-1,0,0,0,3,888,2058,-2731,-3
",NA1_5309197126",1713,",420",",CLASSIC",0,0,0,-513,-924,-1077,-1247,-1645,-1826,-1758,-1505,-2088,-3392,-1028,-2671,-3097,-2657,0,0,0,0,0,0,0,0,0,3,-1247,-841,-569,0
",NA1_5309202391",1584,",420",",CLASSIC",0,0,0,-5,275,217,616,505,293,-241,-603,-529,-689,45,-240,-1330,-982,0,0,-1,0,0,-3,0,0,0,6,616,-1145,-453,-9
",NA1_5309223428",1849,",420",",CLASSIC",0,1,0,47,24,345,572,444,-664,-746,-1700,-660,-1173,-896,13,-609,-1270,0,0,-1,0,0,-3,0,0,0,3,572,-1232,-610,-9
",NA1_5309420526",1627,",420",",CLASSIC",0,1,5,22,330,603,543,1234,1580,1975,3035,2915,3407,3320,3094,2811,873,0,0,-1,0,0,-1,0,0,0,3,543,2372,-2042,-3
",NA1_5309457244",1840,",420",",CLASSIC",0,1,0,136,87,-302,725,378,256,-571,-642,-305,-634,-1297,-2223,-2466,-2130,0,0,-1,0,0,-1,0,0,0,2,725,-1030,-1825,-3
",NA1_5309677052",918,",420",",CLASSIC",0,1,5,53,243,576,558,1626,1326,2538,3307,3118,3696,5725,6798,7889,10278,0,0,-1,0,0,-1,0,0,0,6,558,2560,7160,-3
",NA1_5309834639",1609,",420",",CLASSIC",0,0,0,-592,-1314,-1282,-1735,-2726,-2165,-2093,-1443,-176,-383,1318,1651,2301,-339,0,0,-1,0,0,-3,0,0,0,5,-1735,1559,-163,-9
",NA1_5309884430",1308,",420",",CLASSIC",0,0,0,-52,59,-895,-1100,-1076,-1258,-1659,-1391,-1528,-1552,-2230,-3424,-3880,-3035,0,0,-1,0,0,-1,0,0,0,6,-1100,-428,-1507,-3
",NA1_5309914005",1445,",420",",CLASSIC",0,0,-5,-476,-410,-1284,-1016,-547,-1270,-2308,-2286,-3048,-2891,-3933,-2824,-2919,-3894,0,0,-1,0,0,-1,0,0,0,4,-1016,-2032,-846,-3
",NA1_5309939659",1551,",420",",CLASSIC",0,0,-5,397,486,-29,-730,-1570,-2333,-2803,-3302,-3052,-3905,-4605,-2927,-3577,-3434,0,0,0,0,0,0,0,0,0,2,-730,-2322,-382,0
",NA1_5309969480",1528,",420",",CLASSIC",0,0,0,987,897,-646,-589,-641,-714,-1169,-1516,-1075,-216,-316,-765,-1844,-3343,0,0,-1,0,0,-1,0,0,0,3,-589,-486,-2268,-3
",NA1_5310021358",1682,",420",",CLASSIC",0,1,2,-426,-83,-12,-134,188,-1193,-1017,-1438,-1302,-538,-1016,-1476,-2119,-1927,0,0,-1,0,0,-3,0,0,0,5,-134,-1168,-625,-9
",NA1_5310050440",1948,",420",",CLASSIC",0,1,0,-98,40,-159,358,992,957,691,971,2203,1473,2285,2802,3854,3603,0,0,-1,0,0,-1,0,0,0,4,358,1845,1400,-3
",NA1_5310053612",132,",420",",CLASSIC",0,0,-6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
",NA1_5310087907",1497,",420",",CLASSIC",0,0,0,121,-377,-150,-518,-2127,-2539,-1560,-2096,-2390,-2669,-3447,-3631,-3668,-4489,0,0,-1,0,0,-3,0,0,0,5,-518,-1872,-2099,-9
",NA1_5310109771",2091,",420",",CLASSIC",0,0,0,73,252,89,412,316,894,461,338,-1788,-2038,-2635,-3137,-3519,-2955,0,0,-1,0,0,-1,0,0,0,3,412,-2200,-1167,-3
",NA1_5310145004",1668,",420",",CLASSIC",0,1,0,42,1069,856,67,-1061,-1021,-984,-412,136,550,757,555,235,1406,0,0,-1,0,0,-1,0,0,0,2,67,69,1270,-3
",NA1_5310242250",1666,",420",",CLASSIC",0,0,10,-1,-258,-336,-161,127,-85,-500,-113,-1153,-3675,-1974,-2711,-2131,-3439,0,0,-1,0,0,-3,0,0,0,7,-161,-992,-2286,-9
",NA1_5310335160",937,",420",",CLASSIC",0,1,0,-10,421,533,451,685,220,594,1020,1377,2678,2115,1196,3561,3618,0,0,-1,0,0,-3,0,0,0,4,451,926,2241,-9
",NA1_5310574870",919,",420",",CLASSIC",0,1,0,49,472,723,1556,1541,2986,3544,5196,3839,5321,5263,7120,9288,11369,0,0,-1,0,0,-1,0,0,0,4,1556,2283,7530,-3
",NA1_5310624504",1951,",420",",CLASSIC",0,1,0,40,435,205,1142,965,553,1315,612,1702,2079,1554,1916,2270,3112,0,0,-1,0,0,-3,0,0,0,6,1142,560,1410,-9
",NA1_5310639906",1862,",420",",CLASSIC",0,0,-12,16,-120,1021,1703,1688,2332,800,1282,1275,1495,1639,1843,2226,830,0,0,-1,0,0,-1,0,0,0,4,1703,-428,-445,-3
",NA1_5310727608",1247,",420",",CLASSIC",0,0,0,-50,-153,-336,-461,-862,-1076,-908,-1396,-1196,-1776,-2353,-3187,-4221,-3573,0,0,-1,0,0,-3,0,0,0,7,-461,-735,-2377,-9
",NA1_5310739537",1654,",420",",CLASSIC",0,0,0,19,-30,-127,281,552,-902,-479,-1070,-748,-419,-1530,-1858,-1552,-2795,0,0,-1,0,0,-3,0,0,0,4,281,-1029,-2047,-9
",NA1_5310754859",1131,",420",",CLASSIC",0,1,13,0,9,802,576,770,375,940,796,1819,1878,2772,3901,5408,4623,0,0,-1,0,0,-1,0,0,0,2,576,1243,2804,-3
",NA1_5310850887",1938,",420",",CLASSIC",0,1,0,65,215,167,534,794,1016,643,1113,1425,1041,735,2559,2608,2801,0,0,-1,0,0,-3,0,0,0,5,534,891,1376,-9
",NA1_5310897779",1525,",420",",CLASSIC",0,0,0,62,-113,-309,-434,-413,-467,-813,-689,-2509,-1940,-2594,-2553,-3354,-3999,0,0,-1,0,0,-3,0,0,0,4,-434,-2075,-1490,-9
",NA1_5310940409",1507,",420",",CLASSIC",0,0,0,155,-113,-12,-55,-241,-238,117,-461,-288,121,-997,1090,960,1497,0,0,-1,0,0,-1,0,0,0,5,-55,-233,1785,-3
",NA1_5310962459",1643,",420",",CLASSIC",0,0,0,35,-239,391,332,1605,1523,3326,3869,2928,2759,2126,2385,2858,2756,0,0,-1,0,0,-3,0,0,0,6,332,2596,-172,-9
",NA1_5310978611",1681,",420",",CLASSIC",0,0,0,-120,201,1706,1035,1086,1163,1679,2121,3159,2990,3675,3797,4840,3894,0,0,-1,0,0,-1,0,0,0,4,1035,2124,735,-3
",NA1_5311020103",1305,",420",",CLASSIC",0,0,0,14,386,91,191,484,1384,1590,1576,1589,383,-1639,-1431,-1894,-1559,0,0,-1,0,0,-3,0,0,0,7,191,1398,-3148,-9
",NA1_5311054766",1720,",420",",CLASSIC",0,0,0,-34,-362,-361,-816,-1490,-1554,-1842,-2234,-2246,-2274,-1937,-1781,-1882,-2573,0,0,-1,0,0,-1,0,0,0,2,-816,-1430,-327,-3
",NA1_5311065086",1657,",420",",CLASSIC",0,0,0,26,-207,-387,-900,-400,-331,-76,-438,-858,-833,-1018,-828,48,-72,0,0,-1,0,0,-1,0,0,0,4,-900,42,786,-3
",NA1_5311172372",1747,",420",",CLASSIC",0,0,375,499,484,304,194,153,-387,-561,-2225,-1549,-1523,-1413,-1884,-2386,-1998,0,0,-1,0,0,-3,0,0,0,7,194,-1743,-449,-9
",NA1_5311207389",1808,",420",",CLASSIC",0,0,0,-21,-69,-25,-128,-419,-1046,-956,-2455,-2699,-3895,-3547,-3440,-4502,-5265,0,0,-1,0,0,-1,0,0,0,2,-128,-2571,-2566,-3
",NA1_5311335461",1691,",420",",CLASSIC",0,1,5,-77,-959,-543,1019,1215,1605,1998,3139,4208,4781,6994,7813,7662,7170,0,0,-1,0,0,-3,0,0,0,6,1019,3189,2962,-9
",NA1_5311495677",1479,",420",",CLASSIC",0,0,6,82,-345,322,-274,-320,-409,-329,-929,-753,-1382,-1858,-3949,-4128,-4343,0,0,-1,0,0,-1,0,0,0,3,-274,-479,-3590,-3
",NA1_5311514403",1635,",420",",CLASSIC",0,0,0,22,-157,-711,-835,-588,-610,230,280,-250,-449,-484,-636,-820,-2113,0,0,-1,0,0,-1,0,0,0,1,-835,585,-1863,-3
",NA1_5311546940",2437,",420",",CLASSIC",0,1,0,266,584,919,1807,648,-184,422,-975,-903,-1994,-1181,-1299,-1218,-2353,0,0,-1,0,0,-1,0,0,0,4,1807,-2710,-1450,-3
",NA1_5311556754",1098,",420",",CLASSIC",0,0,449,190,-73,-778,-1330,-780,-1045,-477,-2085,-2704,-2999,-2489,-1958,-1925,-1148,0,0,-1,0,0,-3,0,0,0,4,-1330,-1374,1556,-9
",NA1_5311726102",1720,",420",",CLASSIC",0,1,0,75,44,43,187,555,398,768,1203,1172,986,1475,1554,1404,1939,0,0,-1,0,0,-1,0,0,0,2,187,985,767,-3
",NA1_5311853520",1846,",420",",CLASSIC",0,0,0,17,-171,678,97,162,-145,-74,147,332,-891,-1859,-860,399,-377,0,0,-1,0,0,-1,0,0,0,2,97,235,-709,-3
",NA1_5311884519",1534,",420",",CLASSIC",0,0,0,49,38,-449,-382,-163,-652,1618,2041,1974,1911,2235,2764,2501,3672,0,0,-1,0,0,-3,0,0,0,5,-382,2356,1698,-9
",NA1_5311886315",1848,",420",",CLASSIC",0,0,394,407,431,323,32,-267,361,846,631,706,688,122,318,1006,215,0,0,-1,0,0,-3,0,0,0,6,32,674,-491,-9
",NA1_5311914571",1579,",420",",CLASSIC",0,0,5,-78,-123,-1026,-912,-285,-586,-1199,-1241,-1251,-233,-1701,-2473,-3045,-3465,0,0,-1,0,0,-1,0,0,0,4,-912,-339,-2214,-3
",NA1_5312166456",920,",420",",CLASSIC",0,1,0,4,583,1549,1669,1978,2359,2298,3206,4171,4112,5127,6881,7587,8846,0,0,-1,0,0,-1,0,0,0,4,1669,2502,4675,-3
",NA1_5312353624",1991,",420",",CLASSIC",0,0,0,-103,-9,-750,-69,-221,-57,621,884,1264,2491,2505,2500,2931,2870,0,0,-1,0,0,-3,0,0,0,4,-69,1333,1606,-9
",NA1_5312480671",931,",420",",CLASSIC",0,1,0,14,-92,941,1360,1494,2499,2400,2729,4580,3947,4395,5699,6801,7845,0,0,-1,0,0,-3,0,0,0,4,1360,3220,3265,-9
",NA1_5312517663",1473,",420",",CLASSIC",0,0,0,-70,-184,-115,59,1099,857,793,764,-177,398,104,-1273,-978,-261,0,0,-1,0,0,-3,0,0,0,5,59,-236,-84,-9
",NA1_5312548454",1626,",420",",CLASSIC",0,0,0,-49,-146,771,268,934,1096,1038,257,-1153,-874,-1227,-2148,-2107,-798,0,0,-1,0,0,-1,0,0,0,3,268,-1421,355,-3
",NA1_5312585014",910,",420",",CLASSIC",0,1,0,46,52,694,728,1819,2173,2416,2601,3801,4980,5883,7803,9781,10068,0,0,-1,0,0,-1,0,0,0,7,728,3073,6267,-3
",NA1_5312599728",1716,",420",",CLASSIC",0,1,0,-92,320,1370,1298,1450,1641,1906,1879,2435,3314,1394,1358,1118,1509,0,0,-1,0,0,-3,0,0,0,4,1298,1137,-926,-9
",NA1_5312618457",1839,",420",",CLASSIC",0,0,0,-154,-735,-882,-1315,-1357,-1986,-1143,-639,-294,-369,724,181,-466,816,0,0,-1,0,0,-3,0,0,0,5,-1315,1021,1110,-9
",NA1_5312784122",2024,",420",",CLASSIC",0,1,0,55,-26,-75,458,-77,-956,-1908,-1210,-1490,-945,-917,-504,-1086,-242,0,0,-1,0,0,-3,0,0,0,4,458,-1948,1248,-9
",NA1_5312786723",1620,",420",",CLASSIC",0,1,2,-114,-33,-190,-1212,-1778,-1775,-1048,-892,-1495,-1860,-1057,-1197,-1410,-623,0,0,-1,0,0,-3,0,0,0,9,-1212,-283,872,-9
",NA1_5312809086",2008,",420",",CLASSIC",0,1,0,28,728,1776,1690,2503,2635,3227,3163,3954,3828,4858,4524,4694,4472,0,0,-1,0,0,-1,0,0,0,2,1690,2264,518,-3
