Match ID:,NA1_5312870503
Game Duration:,1147
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,966","3,119",-153
3,"5,207","4,912",+295
4,"6,554","6,727",-173
5,"8,597","8,129",+468
6,"10,450","9,791",+659
7,"12,892","11,690","+1,202"
8,"15,613","12,940","+2,673"
9,"18,090","14,666","+3,424"
10,"19,642","16,243","+3,399"
11,"21,503","18,377","+3,126"
12,"23,007","20,625","+2,382"
13,"25,518","23,045","+2,473"
14,"28,876","24,267","+4,609"
15,"30,631","26,009","+4,622"
16,"32,744","28,875","+3,869"
17,"34,214","31,021","+3,193"
18,"37,666","32,463","+5,203"
19,"43,382","34,111","+9,271"
""
Objective Timeline
Time,Team,Objective,Details
6:21,Team 200,Water Dragon,
13:31,Neutral,Bot Lane Outer Turret,Team 200's building
13:54,Team 100,Fire Dragon,
13:55,Neutral,Dragon Soul Given,
16:14,Neutral,Mid Lane Outer Turret,Team 100's building; 150 gold
17:17,Neutral,Top Lane Outer Turret,Team 200's building
17:46,Team 100,Monster,
18:34,Neutral,Top Lane Inner Turret,Team 200's building
18:39,Neutral,Bot Lane Inner Turret,Team 200's building
18:47,Neutral,Mid Lane Outer Turret,Team 200's building
19:00,Neutral,Mid Lane Inner Turret,Team 200's building
