Match ID:,NA1_5319081345
Game Duration:,1539
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,047","3,112",-65
3,"4,859","4,798",+61
4,"6,162","6,473",-311
5,"7,668","8,139",-471
6,"9,130","9,347",-217
7,"10,979","11,182",-203
8,"12,686","12,875",-189
9,"13,905","14,739",-834
10,"15,755","16,588",-833
11,"17,013","19,112","-2,099"
12,"18,244","21,253","-3,009"
13,"20,464","24,575","-4,111"
14,"22,600","26,990","-4,390"
15,"25,295","28,591","-3,296"
16,"27,411","33,122","-5,711"
17,"28,913","34,735","-5,822"
18,"30,388","36,832","-6,444"
19,"32,148","39,624","-7,476"
20,"33,255","42,949","-9,694"
21,"35,393","45,481","-10,088"
22,"38,184","47,488","-9,304"
23,"40,731","49,679","-8,948"
24,"41,654","53,099","-11,445"
25,"44,235","54,722","-10,487"
26,"45,727","57,697","-11,970"
""
Objective Timeline
Time,Team,Objective,Details
10:04,Team 100,Air Dragon,
14:32,Neutral,Bot Lane Outer Turret,Team 200's building; 380 gold
15:29,Team 200,Monster,
15:30,Neutral,Bot Lane Outer Turret,Team 100's building
15:47,Neutral,Mid Lane Outer Turret,Team 100's building
15:48,Neutral,Top Lane Outer Turret,Team 100's building
17:42,Team 200,Fire Dragon,
17:43,Neutral,Dragon Soul Given,
19:53,Neutral,Bot Lane Inner Turret,Team 100's building
20:41,Neutral,Top Lane Inner Turret,Team 100's building
21:46,Neutral,Mid Lane Inner Turret,Team 100's building
23:35,Neutral,Bot Lane Base Turret,Team 100's building
23:40,Neutral,Inhibitor Building (Bot Lane),Team 100's building
23:46,Neutral,Mid Lane Base Turret,Team 100's building
25:15,Neutral,Inhibitor Building (Mid Lane),Team 100's building
25:21,Team 100,Water Dragon,1000 gold
25:27,Neutral,Mid Lane Nexus Turret,Team 100's building
25:30,Neutral,Mid Lane Nexus Turret,Team 100's building
