Match ID:,NA1_5303384694
Game Duration:,1777
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,091","3,306",-215
3,"4,506","5,276",-770
4,"6,444","7,050",-606
5,"7,674","9,000","-1,326"
6,"9,209","10,718","-1,509"
7,"10,696","12,642","-1,946"
8,"12,211","14,511","-2,300"
9,"13,426","16,187","-2,761"
10,"15,921","18,318","-2,397"
11,"17,543","21,284","-3,741"
12,"19,303","23,358","-4,055"
13,"20,782","25,478","-4,696"
14,"24,152","28,105","-3,953"
15,"25,913","30,276","-4,363"
16,"29,399","33,399","-4,000"
17,"31,022","35,262","-4,240"
18,"32,416","38,621","-6,205"
19,"34,032","40,788","-6,756"
20,"36,216","42,817","-6,601"
21,"38,826","44,865","-6,039"
22,"40,272","47,072","-6,800"
23,"41,872","50,262","-8,390"
24,"44,383","51,952","-7,569"
25,"46,124","53,462","-7,338"
26,"47,705","55,642","-7,937"
27,"50,679","58,289","-7,610"
28,"53,805","63,209","-9,404"
29,"55,303","64,879","-9,576"
30,"56,481","67,303","-10,822"
""
Objective Timeline
Time,Team,Objective,Details
13:25,Neutral,Bot Lane Outer Turret,Team 100's building
14:20,Neutral,Bot Lane Outer Turret,Team 200's building
15:07,Neutral,Mid Lane Outer Turret,Team 100's building
15:23,Team 200,Monster,
15:25,Neutral,Top Lane Outer Turret,Team 100's building
15:46,Team 100,Air Dragon,770 gold
17:28,Neutral,Bot Lane Inner Turret,Team 100's building
20:10,Neutral,Mid Lane Inner Turret,Team 100's building
20:59,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
21:05,Team 200,Hextech Dragon,
21:05,Neutral,Dragon Soul Given,
26:25,Team 200,Water Dragon,
27:33,Team 200,Monster,
27:37,Neutral,Bot Lane Inner Turret,Team 200's building; 800 gold
27:58,Neutral,Top Lane Inner Turret,Team 100's building
29:09,Neutral,Top Lane Base Turret,Team 100's building
29:11,Neutral,Mid Lane Base Turret,Team 100's building
29:17,Neutral,Inhibitor Building (Top Lane),Team 100's building
29:19,Neutral,Inhibitor Building (Mid Lane),Team 100's building
29:27,Neutral,Mid Lane Nexus Turret,Team 100's building
29:30,Neutral,Mid Lane Nexus Turret,Team 100's building
