Match ID:,NA1_5304763974
Game Duration:,1710
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,008","3,007",+1
3,"4,301","4,491",-190
4,"5,988","5,989",-1
5,"7,583","7,737",-154
6,"8,838","9,112",-274
7,"10,588","11,570",-982
8,"11,793","13,729","-1,936"
9,"13,296","15,402","-2,106"
10,"15,613","17,188","-1,575"
11,"18,010","18,971",-961
12,"20,155","21,255","-1,100"
13,"21,813","22,821","-1,008"
14,"23,755","24,714",-959
15,"25,447","26,147",-700
16,"27,946","27,886",+60
17,"31,431","29,632","+1,799"
18,"32,963","32,215",+748
19,"35,554","34,478","+1,076"
20,"37,903","36,376","+1,527"
21,"39,980","37,840","+2,140"
22,"44,321","38,778","+5,543"
23,"46,189","41,578","+4,611"
24,"47,188","45,343","+1,845"
25,"49,447","47,301","+2,146"
26,"51,059","48,408","+2,651"
27,"53,841","50,759","+3,082"
28,"57,492","52,559","+4,933"
29,"59,517","54,907","+4,610"
""
Objective Timeline
Time,Team,Objective,Details
6:50,Team 200,Fire Dragon,
11:04,Neutral,Bot Lane Outer Turret,Team 100's building
13:49,Team 100,Water Dragon,
13:49,Neutral,Dragon Soul Given,
15:40,Team 100,Monster,
16:12,Neutral,Mid Lane Outer Turret,Team 200's building
16:20,Neutral,Top Lane Outer Turret,Team 200's building
16:47,Neutral,Mid Lane Inner Turret,Team 200's building
19:28,Team 100,Chemtech Dragon,
19:34,Neutral,Top Lane Inner Turret,Team 200's building
21:34,Neutral,Bot Lane Outer Turret,Team 200's building
21:51,Neutral,Bot Lane Inner Turret,Team 200's building
24:55,Team 200,Chemtech Dragon,
25:12,Neutral,Mid Lane Base Turret,Team 200's building
25:16,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:00,Team 100,Monster,
26:59,Neutral,Top Lane Outer Turret,Team 100's building
27:36,Neutral,Bot Lane Base Turret,Team 200's building
27:40,Neutral,Inhibitor Building (Bot Lane),Team 200's building
27:53,Neutral,Mid Lane Nexus Turret,Team 200's building
28:02,Neutral,Mid Lane Nexus Turret,Team 200's building
