Match ID:,NA1_5301945715
Game Duration:,1643
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,038","2,922",+116
3,"5,538","4,881",+657
4,"7,823","6,406","+1,417"
5,"9,363","8,158","+1,205"
6,"10,959","9,450","+1,509"
7,"12,615","11,041","+1,574"
8,"14,362","12,731","+1,631"
9,"16,516","15,140","+1,376"
10,"19,255","16,556","+2,699"
11,"20,879","18,223","+2,656"
12,"22,658","20,216","+2,442"
13,"26,193","21,807","+4,386"
14,"28,120","23,644","+4,476"
15,"30,185","25,652","+4,533"
16,"32,620","27,312","+5,308"
17,"34,556","28,795","+5,761"
18,"38,062","31,043","+7,019"
19,"39,599","33,606","+5,993"
20,"42,896","34,352","+8,544"
21,"44,289","35,676","+8,613"
22,"46,301","36,890","+9,411"
23,"49,680","37,986","+11,694"
24,"51,627","40,140","+11,487"
25,"54,121","41,230","+12,891"
26,"55,681","42,914","+12,767"
27,"59,432","44,108","+15,324"
""
Objective Timeline
Time,Team,Objective,Details
6:31,Team 100,Fire Dragon,
12:53,Neutral,Top Lane Outer Turret,Team 200's building
13:05,Team 100,Air Dragon,
13:05,Neutral,Dragon Soul Given,
14:00,Neutral,Bot Lane Outer Turret,Team 200's building
15:22,Neutral,Mid Lane Outer Turret,Team 200's building
15:42,Team 100,Monster,
17:34,Neutral,Top Lane Inner Turret,Team 200's building
18:42,Neutral,Mid Lane Inner Turret,Team 200's building
18:56,Team 200,Water Dragon,1000 gold
22:42,Neutral,Mid Lane Base Turret,Team 200's building
22:46,Neutral,Bot Lane Inner Turret,Team 200's building
24:35,Neutral,Bot Lane Base Turret,Team 200's building
24:37,Team 100,Water Dragon,
24:49,Neutral,Inhibitor Building (Bot Lane),Team 200's building
26:31,Team 100,Monster,
27:01,Neutral,Mid Lane Nexus Turret,Team 200's building
27:04,Neutral,Top Lane Base Turret,Team 200's building
27:10,Neutral,Mid Lane Nexus Turret,Team 200's building
