Match ID:,NA1_5316080400
Game Duration:,990
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,012","2,978",+34
3,"4,700","4,257",+443
4,"6,291","5,690",+601
5,"7,620","7,080",+540
6,"9,470","8,884",+586
7,"11,949","10,187","+1,762"
8,"13,231","12,519",+712
9,"14,928","14,155",+773
10,"16,417","16,648",-231
11,"17,845","18,693",-848
12,"19,321","20,720","-1,399"
13,"21,250","23,057","-1,807"
14,"22,746","25,258","-2,512"
15,"24,456","28,503","-4,047"
16,"26,579","31,051","-4,472"
17,"26,915","32,525","-5,610"
""
Objective Timeline
Time,Team,Objective,Details
10:47,Team 100,Fire Dragon,
14:47,Neutral,Top Lane Outer Turret,Team 100's building
15:09,Neutral,Mid Lane Outer Turret,Team 100's building
