Match ID:,NA1_5303214719
Game Duration:,911
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,510","2,505",+5
2,"2,801","3,755",-954
3,"4,226","5,524","-1,298"
4,"5,657","7,574","-1,917"
5,"6,931","10,589","-3,658"
6,"8,027","12,008","-3,981"
7,"9,864","14,647","-4,783"
8,"11,193","16,189","-4,996"
9,"12,272","18,913","-6,641"
10,"13,685","22,134","-8,449"
11,"15,158","24,169","-9,011"
12,"16,182","27,514","-11,332"
13,"18,035","30,287","-12,252"
14,"20,305","33,893","-13,588"
15,"22,322","35,555","-13,233"
""
Objective Timeline
Time,Team,Objective,Details
6:22,Team 200,Air Dragon,
11:38,Neutral,Top Lane Outer Turret,Team 100's building
13:04,Neutral,Mid Lane Outer Turret,Team 100's building
13:54,Neutral,Bot Lane Outer Turret,Team 100's building
