Match ID:,NA1_5305442460
Game Duration:,1555
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,036","3,059",-23
3,"4,870","4,439",+431
4,"6,258","6,013",+245
5,"7,751","7,331",+420
6,"9,116","9,088",+28
7,"10,758","10,822",-64
8,"12,244","12,400",-156
9,"13,649","13,725",-76
10,"16,174","15,257",+917
11,"18,253","16,726","+1,527"
12,"19,910","19,617",+293
13,"21,452","21,252",+200
14,"22,832","23,201",-369
15,"26,103","25,556",+547
16,"27,439","27,896",-457
17,"29,712","29,937",-225
18,"31,953","31,569",+384
19,"33,509","33,535",-26
20,"35,251","35,089",+162
21,"39,419","37,432","+1,987"
22,"42,207","39,236","+2,971"
23,"45,948","40,462","+5,486"
24,"48,090","41,984","+6,106"
25,"49,649","43,332","+6,317"
26,"54,556","45,720","+8,836"
""
Objective Timeline
Time,Team,Objective,Details
12:07,Team 100,Chemtech Dragon,
15:24,Neutral,Bot Lane Outer Turret,Team 100's building
16:56,Team 100,Monster,
17:08,Neutral,Mid Lane Outer Turret,Team 200's building
17:22,Neutral,Top Lane Outer Turret,Team 200's building
17:53,Team 200,Earth Dragon,
17:54,Neutral,Dragon Soul Given,
20:27,Neutral,Bot Lane Outer Turret,Team 200's building
20:48,Neutral,Mid Lane Inner Turret,Team 200's building
22:35,Neutral,Mid Lane Base Turret,Team 200's building
22:37,Neutral,Top Lane Inner Turret,Team 200's building
23:04,Team 100,Fire Dragon,
25:23,Team 100,Monster,
25:52,Neutral,Inhibitor Building (Mid Lane),Team 200's building
