Match ID:,NA1_5312353624
Game Duration:,1991
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,970","3,073",-103
3,"4,418","4,427",-9
4,"6,051","6,801",-750
5,"7,771","7,840",-69
6,"9,203","9,424",-221
7,"10,839","10,896",-57
8,"13,131","12,510",+621
9,"15,065","14,181",+884
10,"16,510","15,246","+1,264"
11,"18,903","16,412","+2,491"
12,"20,373","17,868","+2,505"
13,"23,163","20,663","+2,500"
14,"24,902","21,971","+2,931"
15,"26,688","23,818","+2,870"
16,"28,609","26,810","+1,799"
17,"32,119","28,008","+4,111"
18,"33,582","31,613","+1,969"
19,"34,666","34,096",+570
20,"36,681","35,548","+1,133"
21,"40,191","36,908","+3,283"
22,"42,487","38,628","+3,859"
23,"44,493","40,666","+3,827"
24,"46,820","41,852","+4,968"
25,"50,316","44,833","+5,483"
26,"51,839","47,165","+4,674"
27,"53,182","51,804","+1,378"
28,"55,592","56,947","-1,355"
29,"56,386","59,421","-3,035"
30,"58,063","61,899","-3,836"
""
Objective Timeline
Time,Team,Objective,Details
7:02,Team 200,Water Dragon,
12:20,Neutral,Top Lane Outer Turret,Team 200's building
12:39,Team 200,Fire Dragon,
12:39,Neutral,Dragon Soul Given,
16:10,Neutral,Mid Lane Outer Turret,Team 200's building
16:29,Team 200,Monster,
16:38,Neutral,Mid Lane Inner Turret,Team 200's building
17:55,Neutral,Bot Lane Outer Turret,Team 100's building
18:32,Team 200,Earth Dragon,
18:43,Neutral,Bot Lane Inner Turret,Team 100's building
19:29,Neutral,Bot Lane Outer Turret,Team 200's building
20:23,Neutral,Mid Lane Outer Turret,Team 100's building
21:55,Neutral,Top Lane Inner Turret,Team 200's building
23:51,Team 100,Earth Dragon,
26:30,Team 200,Monster,
27:28,Neutral,Top Lane Outer Turret,Team 100's building
28:37,Neutral,Mid Lane Inner Turret,Team 100's building
29:07,Team 200,Earth Dragon,
29:07,Neutral,Dragon Soul Given,
32:53,Neutral,Mid Lane Base Turret,Team 100's building
32:56,Neutral,Inhibitor Building (Mid Lane),Team 100's building
33:02,Neutral,Mid Lane Nexus Turret,Team 100's building
33:04,Neutral,Mid Lane Nexus Turret,Team 100's building
