Match ID:,NA1_5302239084
Game Duration:,1593
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,511","2,500",+11
2,"2,998","2,963",+35
3,"4,436","4,301",+135
4,"6,477","6,058",+419
5,"8,295","7,945",+350
6,"10,178","9,312",+866
7,"12,441","11,692",+749
8,"14,228","13,259",+969
9,"16,656","14,836","+1,820"
10,"18,376","16,774","+1,602"
11,"20,515","19,152","+1,363"
12,"21,855","20,865",+990
13,"24,336","23,192","+1,144"
14,"27,096","25,131","+1,965"
15,"28,543","26,475","+2,068"
16,"31,306","28,592","+2,714"
17,"33,689","30,138","+3,551"
18,"35,146","31,708","+3,438"
19,"38,846","32,972","+5,874"
20,"41,036","34,936","+6,100"
21,"43,112","36,140","+6,972"
22,"45,856","37,757","+8,099"
23,"49,033","40,008","+9,025"
24,"51,948","41,965","+9,983"
25,"54,019","44,872","+9,147"
26,"59,309","46,603","+12,706"
27,"61,012","47,757","+13,255"
""
Objective Timeline
Time,Team,Objective,Details
11:24,Team 200,Fire Dragon,
13:44,Neutral,Mid Lane Outer Turret,Team 200's building
15:16,Neutral,Bot Lane Outer Turret,Team 200's building
15:21,Neutral,Mid Lane Outer Turret,Team 100's building
15:35,Team 200,Monster,
16:31,Neutral,Top Lane Outer Turret,Team 200's building
16:56,Team 200,Earth Dragon,
16:56,Neutral,Dragon Soul Given,
18:51,Neutral,Mid Lane Inner Turret,Team 200's building
19:56,Neutral,Top Lane Outer Turret,Team 100's building
21:54,Neutral,Top Lane Inner Turret,Team 200's building
22:46,Neutral,Bot Lane Inner Turret,Team 200's building
23:33,Neutral,Bot Lane Base Turret,Team 200's building
23:48,Team 100,Air Dragon,
25:36,Neutral,Mid Lane Base Turret,Team 200's building
25:50,Neutral,Inhibitor Building (Mid Lane),Team 200's building
25:54,Neutral,Inhibitor Building (Bot Lane),Team 200's building
26:17,Neutral,Mid Lane Nexus Turret,Team 200's building
26:24,Neutral,Mid Lane Nexus Turret,Team 200's building
