Match ID:,NA1_5318879966
Game Duration:,1658
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,070","2,976",+94
3,"4,409","4,469",-60
4,"5,901","5,891",+10
5,"7,553","8,197",-644
6,"9,002","9,528",-526
7,"10,224","11,971","-1,747"
8,"11,859","13,623","-1,764"
9,"13,395","14,903","-1,508"
10,"15,451","16,695","-1,244"
11,"17,347","18,295",-948
12,"19,368","20,225",-857
13,"21,727","21,562",+165
14,"23,740","23,419",+321
15,"25,416","25,845",-429
16,"26,938","27,449",-511
17,"30,261","29,242","+1,019"
18,"32,189","31,002","+1,187"
19,"35,203","33,475","+1,728"
20,"36,692","34,858","+1,834"
21,"38,901","36,171","+2,730"
22,"41,833","39,760","+2,073"
23,"44,087","41,677","+2,410"
24,"47,656","43,089","+4,567"
25,"50,511","44,370","+6,141"
26,"55,031","45,762","+9,269"
27,"59,331","47,559","+11,772"
28,"61,530","48,905","+12,625"
""
Objective Timeline
Time,Team,Objective,Details
10:57,Team 200,Chemtech Dragon,
15:32,Team 200,Monster,
16:55,Neutral,Top Lane Outer Turret,Team 200's building
17:15,Team 200,Fire Dragon,
17:15,Neutral,Dragon Soul Given,
17:59,Neutral,Bot Lane Outer Turret,Team 200's building
18:45,Neutral,Mid Lane Outer Turret,Team 100's building
21:18,Neutral,Mid Lane Outer Turret,Team 200's building
21:32,Neutral,Top Lane Outer Turret,Team 100's building
22:39,Team 100,Earth Dragon,
25:08,Neutral,Mid Lane Inner Turret,Team 200's building
25:19,Team 100,Monster,
26:30,Neutral,Mid Lane Base Turret,Team 200's building
26:38,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:50,Neutral,Bot Lane Inner Turret,Team 200's building
27:07,Neutral,Top Lane Inner Turret,Team 200's building
