Match ID:,NA1_5305701724
Game Duration:,1099
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,905","3,384",-479
3,"4,266","4,802",-536
4,"6,212","6,427",-215
5,"8,250","8,130",+120
6,"9,565","10,263",-698
7,"11,240","11,755",-515
8,"12,575","14,256","-1,681"
9,"13,951","15,922","-1,971"
10,"15,783","17,612","-1,829"
11,"17,062","19,343","-2,281"
12,"18,257","22,573","-4,316"
13,"19,885","24,460","-4,575"
14,"21,931","28,556","-6,625"
15,"24,270","30,461","-6,191"
16,"26,168","33,891","-7,723"
17,"27,230","36,694","-9,464"
18,"29,736","38,029","-8,293"
""
Objective Timeline
Time,Team,Objective,Details
6:11,Team 200,Chemtech Dragon,
11:59,Team 200,Earth Dragon,
12:00,Neutral,Dragon Soul Given,
13:48,Neutral,Bot Lane Outer Turret,Team 100's building
14:13,Neutral,Mid Lane Outer Turret,Team 100's building
14:28,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
15:23,Team 200,Monster,
15:24,Neutral,Top Lane Outer Turret,Team 100's building
15:56,Neutral,Mid Lane Inner Turret,Team 100's building
16:40,Neutral,Bot Lane Inner Turret,Team 100's building
17:44,Team 200,Water Dragon,
