Match ID:,NA1_5315094477
Game Duration:,1196
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,421","2,929",+492
3,"4,975","4,487",+488
4,"7,406","6,295","+1,111"
5,"8,678","7,826",+852
6,"10,042","9,503",+539
7,"12,031","12,077",-46
8,"13,642","14,031",-389
9,"15,962","15,305",+657
10,"18,167","17,790",+377
11,"20,388","19,379","+1,009"
12,"22,606","20,415","+2,191"
13,"25,105","23,629","+1,476"
14,"27,235","25,845","+1,390"
15,"30,098","27,481","+2,617"
16,"32,300","29,184","+3,116"
17,"35,889","30,646","+5,243"
18,"38,308","33,778","+4,530"
19,"41,164","35,695","+5,469"
20,"46,050","37,647","+8,403"
""
Objective Timeline
Time,Team,Objective,Details
11:08,Team 100,Chemtech Dragon,
12:51,Neutral,Mid Lane Outer Turret,Team 200's building
14:27,Neutral,Bot Lane Outer Turret,Team 200's building
15:27,Neutral,Top Lane Outer Turret,Team 200's building
16:52,Neutral,Bot Lane Inner Turret,Team 200's building
16:52,Team 100,Fire Dragon,
16:53,Neutral,Dragon Soul Given,
17:44,Neutral,Bot Lane Base Turret,Team 200's building
17:54,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
19:00,Team 100,Monster,
19:02,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
19:10,Neutral,Mid Lane Inner Turret,Team 200's building
19:27,Neutral,Mid Lane Base Turret,Team 200's building
19:31,Neutral,Top Lane Inner Turret,Team 200's building
