Match ID:,NA1_5314953539
Game Duration:,1450
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,082","3,025",+57
3,"4,273","4,835",-562
4,"5,779","7,191","-1,412"
5,"7,327","8,973","-1,646"
6,"8,752","10,500","-1,748"
7,"11,002","12,401","-1,399"
8,"12,268","14,213","-1,945"
9,"14,881","15,960","-1,079"
10,"16,849","17,663",-814
11,"18,999","20,156","-1,157"
12,"20,475","21,868","-1,393"
13,"22,113","24,336","-2,223"
14,"24,503","26,295","-1,792"
15,"27,306","28,700","-1,394"
16,"28,634","31,641","-3,007"
17,"30,498","33,122","-2,624"
18,"32,202","34,914","-2,712"
19,"33,753","36,423","-2,670"
20,"35,871","39,984","-4,113"
21,"37,011","42,244","-5,233"
22,"38,222","44,965","-6,743"
23,"39,462","48,975","-9,513"
24,"40,932","52,328","-11,396"
""
Objective Timeline
Time,Team,Objective,Details
11:31,Team 200,Water Dragon,
14:24,Neutral,Top Lane Outer Turret,Team 100's building
14:45,Neutral,Mid Lane Outer Turret,Team 200's building
14:59,Neutral,Bot Lane Outer Turret,Team 200's building
15:32,Neutral,Bot Lane Outer Turret,Team 100's building
15:41,Neutral,Mid Lane Outer Turret,Team 100's building
15:56,Team 100,Monster,
16:53,Team 200,Hextech Dragon,
16:53,Neutral,Dragon Soul Given,
19:51,Neutral,Mid Lane Inner Turret,Team 100's building
22:39,Team 200,Air Dragon,
22:50,Neutral,Mid Lane Base Turret,Team 100's building
23:14,Neutral,Bot Lane Inner Turret,Team 100's building
23:59,Neutral,Top Lane Inner Turret,Team 100's building
