Match ID:,NA1_5314305530
Game Duration:,1653
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,031","3,041",-10
3,"4,616","4,540",+76
4,"6,585","6,732",-147
5,"7,950","8,023",-73
6,"10,315","10,237",+78
7,"12,198","11,855",+343
8,"14,072","13,300",+772
9,"16,012","14,961","+1,051"
10,"17,791","17,151",+640
11,"20,387","19,635",+752
12,"22,067","22,433",-366
13,"23,309","24,704","-1,395"
14,"25,255","26,709","-1,454"
15,"28,788","28,146",+642
16,"31,354","30,557",+797
17,"34,102","32,077","+2,025"
18,"36,119","34,625","+1,494"
19,"37,658","36,877",+781
20,"41,209","41,593",-384
21,"43,156","44,013",-857
22,"44,674","45,636",-962
23,"46,826","48,179","-1,353"
24,"49,056","49,051",+5
25,"51,689","51,003",+686
26,"55,783","52,611","+3,172"
27,"60,097","55,695","+4,402"
28,"61,695","56,048","+5,647"
""
Objective Timeline
Time,Team,Objective,Details
10:06,Team 200,Earth Dragon,
14:18,Neutral,Mid Lane Outer Turret,Team 200's building
14:29,Neutral,Top Lane Outer Turret,Team 200's building
15:20,Neutral,Bot Lane Outer Turret,Team 200's building
15:29,Neutral,Top Lane Outer Turret,Team 100's building
15:51,Team 100,Hextech Dragon,
15:51,Neutral,Dragon Soul Given,
17:25,Team 100,Monster,
17:27,Neutral,Bot Lane Outer Turret,Team 100's building
19:26,Neutral,Mid Lane Inner Turret,Team 200's building
19:35,Neutral,Top Lane Inner Turret,Team 100's building
21:23,Team 100,Chemtech Dragon,
25:47,Team 100,Monster,
27:07,Neutral,Mid Lane Base Turret,Team 200's building
27:14,Neutral,Inhibitor Building (Mid Lane),Team 200's building
27:21,Neutral,Mid Lane Nexus Turret,Team 200's building
27:24,Neutral,Mid Lane Nexus Turret,Team 200's building
