Match ID:,NA1_5301279458
Game Duration:,1364
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,989","2,983",+6
3,"4,832","4,492",+340
4,"6,396","6,062",+334
5,"7,920","7,521",+399
6,"9,216","9,110",+106
7,"10,806","10,885",-79
8,"12,820","12,914",-94
9,"14,804","14,906",-102
10,"16,470","16,410",+60
11,"19,152","17,737","+1,415"
12,"20,756","19,539","+1,217"
13,"23,542","21,794","+1,748"
14,"25,231","23,446","+1,785"
15,"27,539","24,773","+2,766"
16,"31,290","25,838","+5,452"
17,"33,644","28,440","+5,204"
18,"36,236","31,426","+4,810"
19,"38,759","32,445","+6,314"
20,"42,653","33,383","+9,270"
21,"45,367","36,074","+9,293"
22,"49,069","37,467","+11,602"
23,"50,997","38,631","+12,366"
""
Objective Timeline
Time,Team,Objective,Details
12:53,Neutral,Top Lane Outer Turret,Team 200's building
13:05,Team 200,Fire Dragon,
15:31,Neutral,Mid Lane Outer Turret,Team 200's building
15:55,Neutral,Bot Lane Outer Turret,Team 200's building
16:49,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
17:19,Team 100,Monster,
17:21,Neutral,Mid Lane Outer Turret,Team 100's building; 500 gold
18:45,Team 100,Water Dragon,
18:45,Neutral,Dragon Soul Given,
19:39,Neutral,Mid Lane Inner Turret,Team 200's building
19:47,Neutral,Mid Lane Base Turret,Team 200's building
19:51,Neutral,Inhibitor Building (Mid Lane),Team 200's building
21:16,Neutral,Top Lane Inner Turret,Team 200's building
21:28,Neutral,Bot Lane Inner Turret,Team 200's building
