Match ID:,NA1_5302947319
Game Duration:,1225
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,505",+0
2,"3,033","3,069",-36
3,"4,542","4,672",-130
4,"6,114","5,955",+159
5,"7,453","7,808",-355
6,"9,840","9,441",+399
7,"12,062","10,810","+1,252"
8,"14,663","12,021","+2,642"
9,"17,248","13,531","+3,717"
10,"18,699","15,012","+3,687"
11,"20,268","16,695","+3,573"
12,"22,913","17,908","+5,005"
13,"24,561","19,537","+5,024"
14,"27,271","21,693","+5,578"
15,"29,934","23,885","+6,049"
16,"32,205","26,063","+6,142"
17,"34,267","27,763","+6,504"
18,"36,776","29,419","+7,357"
19,"41,237","30,536","+10,701"
20,"42,972","33,248","+9,724"
""
Objective Timeline
Time,Team,Objective,Details
10:03,Team 200,Hextech Dragon,
14:08,Neutral,Mid Lane Outer Turret,Team 200's building
14:10,Neutral,Top Lane Outer Turret,Team 200's building
15:33,Team 100,Monster,
15:51,Team 100,Water Dragon,
15:52,Neutral,Dragon Soul Given,
17:42,Neutral,Bot Lane Outer Turret,Team 200's building
18:11,Neutral,Mid Lane Inner Turret,Team 200's building
18:25,Neutral,Bot Lane Inner Turret,Team 200's building
18:45,Neutral,Top Lane Inner Turret,Team 200's building
