Match ID:,NA1_5313155257
Game Duration:,2421
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,014","2,998",+16
3,"4,618","4,566",+52
4,"6,687","6,162",+525
5,"7,788","7,829",-41
6,"9,167","9,397",-230
7,"10,613","10,949",-336
8,"12,344","12,652",-308
9,"14,059","14,171",-112
10,"15,560","17,179","-1,619"
11,"16,973","19,722","-2,749"
12,"18,387","21,155","-2,768"
13,"19,620","23,362","-3,742"
14,"22,267","25,300","-3,033"
15,"23,620","27,335","-3,715"
16,"26,067","29,109","-3,042"
17,"28,721","31,390","-2,669"
18,"30,425","33,437","-3,012"
19,"32,896","36,559","-3,663"
20,"34,303","38,813","-4,510"
21,"36,214","40,367","-4,153"
22,"39,142","41,743","-2,601"
23,"40,482","42,923","-2,441"
24,"43,105","44,581","-1,476"
25,"47,186","45,932","+1,254"
26,"50,084","47,222","+2,862"
27,"52,528","48,697","+3,831"
28,"54,087","50,359","+3,728"
29,"57,577","52,566","+5,011"
30,"61,731","54,683","+7,048"
""
Objective Timeline
Time,Team,Objective,Details
10:56,Neutral,Top Lane Outer Turret,Team 100's building
12:18,Team 100,Air Dragon,
12:39,Neutral,Top Lane Inner Turret,Team 100's building
15:35,Team 200,Monster,
16:08,Neutral,Mid Lane Outer Turret,Team 100's building
16:08,Neutral,Bot Lane Outer Turret,Team 200's building
17:27,Team 200,Chemtech Dragon,
17:28,Neutral,Dragon Soul Given,
17:50,Neutral,Bot Lane Outer Turret,Team 100's building
18:17,Neutral,Mid Lane Inner Turret,Team 100's building
18:23,Neutral,Top Lane Outer Turret,Team 200's building
18:30,Neutral,Bot Lane Inner Turret,Team 100's building
22:39,Team 200,Hextech Dragon,
24:34,Neutral,Bot Lane Inner Turret,Team 200's building
26:44,Team 100,Monster,
28:19,Team 100,Hextech Dragon,
29:02,Neutral,Mid Lane Outer Turret,Team 200's building
29:13,Neutral,Mid Lane Inner Turret,Team 200's building
29:27,Neutral,Bot Lane Base Turret,Team 200's building
29:39,Neutral,Mid Lane Base Turret,Team 200's building
33:49,Neutral,Inhibitor Building (Mid Lane),Team 200's building
34:57,Team 100,Hextech Dragon,
35:21,Team 100,Monster,
36:25,Neutral,Top Lane Inner Turret,Team 200's building
36:39,Neutral,Top Lane Base Turret,Team 200's building
37:08,Neutral,Inhibitor Building (Top Lane),Team 200's building
37:20,Neutral,Inhibitor Building (Bot Lane),Team 200's building
40:16,Neutral,Inhibitor Building (Mid Lane),Team 200's building
