Match ID:,NA1_5303789132
Game Duration:,1946
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"3,385","3,271",+114
3,"4,880","4,885",-5
4,"6,612","6,602",+10
5,"8,456","8,442",+14
6,"9,850","9,679",+171
7,"11,969","11,569",+400
8,"13,539","13,237",+302
9,"14,992","16,194","-1,202"
10,"16,442","18,375","-1,933"
11,"18,520","20,229","-1,709"
12,"20,341","21,814","-1,473"
13,"23,296","23,564",-268
14,"25,731","25,404",+327
15,"28,102","26,817","+1,285"
16,"30,723","29,244","+1,479"
17,"33,322","30,852","+2,470"
18,"35,219","32,819","+2,400"
19,"36,912","34,450","+2,462"
20,"38,320","38,388",-68
21,"39,849","41,118","-1,269"
22,"41,659","43,120","-1,461"
23,"43,100","44,792","-1,692"
24,"43,844","48,702","-4,858"
25,"46,448","51,021","-4,573"
26,"49,770","52,724","-2,954"
27,"54,252","53,723",+529
28,"56,048","57,314","-1,266"
29,"57,857","59,506","-1,649"
30,"60,214","63,058","-2,844"
""
Objective Timeline
Time,Team,Objective,Details
7:03,Team 100,Hextech Dragon,
14:00,Neutral,Top Lane Outer Turret,Team 200's building
14:13,Team 200,Air Dragon,
14:14,Neutral,Dragon Soul Given,
15:20,Neutral,Top Lane Outer Turret,Team 100's building
15:23,Neutral,Bot Lane Outer Turret,Team 200's building
16:05,Team 200,Monster,
17:07,Neutral,Mid Lane Outer Turret,Team 200's building
19:49,Team 200,Chemtech Dragon,
20:07,Neutral,Mid Lane Outer Turret,Team 100's building
21:24,Neutral,Bot Lane Outer Turret,Team 100's building
23:56,Neutral,Mid Lane Inner Turret,Team 100's building
24:56,Neutral,Bot Lane Inner Turret,Team 100's building
25:11,Team 200,Chemtech Dragon,
25:11,Team 100,Monster,
26:23,Neutral,Mid Lane Inner Turret,Team 200's building
26:57,Neutral,Bot Lane Inner Turret,Team 200's building
30:32,Team 200,Chemtech Dragon,
30:33,Neutral,Dragon Soul Given,
31:26,Team 100,Monster,
31:58,Neutral,Top Lane Inner Turret,Team 100's building
32:06,Neutral,Top Lane Base Turret,Team 100's building
32:10,Neutral,Inhibitor Building (Top Lane),Team 100's building
32:15,Neutral,Mid Lane Nexus Turret,Team 100's building
32:18,Neutral,Mid Lane Nexus Turret,Team 100's building
