Match ID:,NA1_5311172372
Game Duration:,1747
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,875","2,500",+375
2,"3,543","3,044",+499
3,"5,017","4,533",+484
4,"6,445","6,141",+304
5,"7,901","7,707",+194
6,"9,618","9,465",+153
7,"10,958","11,345",-387
8,"12,281","12,842",-561
9,"13,214","15,439","-2,225"
10,"15,604","17,153","-1,549"
11,"17,507","19,030","-1,523"
12,"19,219","20,632","-1,413"
13,"21,508","23,392","-1,884"
14,"23,149","25,535","-2,386"
15,"25,757","27,755","-1,998"
16,"28,169","29,384","-1,215"
17,"29,707","30,887","-1,180"
18,"32,028","32,330",-302
19,"34,007","35,160","-1,153"
20,"35,264","37,487","-2,223"
21,"37,825","38,748",-923
22,"39,331","41,216","-1,885"
23,"41,523","43,257","-1,734"
24,"42,471","47,149","-4,678"
25,"43,730","50,123","-6,393"
26,"45,343","51,297","-5,954"
27,"47,236","54,651","-7,415"
28,"48,657","56,949","-8,292"
29,"49,639","62,229","-12,590"
""
Objective Timeline
Time,Team,Objective,Details
8:30,Team 100,Chemtech Dragon,
12:41,Neutral,Top Lane Outer Turret,Team 100's building
13:02,Neutral,Top Lane Inner Turret,Team 100's building
13:54,Team 200,Air Dragon,
13:54,Neutral,Dragon Soul Given,
15:54,Neutral,Mid Lane Outer Turret,Team 100's building
15:58,Team 100,Monster,
17:38,Neutral,Mid Lane Outer Turret,Team 200's building
18:22,Neutral,Bot Lane Outer Turret,Team 100's building
18:27,Neutral,Top Lane Outer Turret,Team 200's building
19:28,Team 200,Hextech Dragon,
20:58,Neutral,Top Lane Inner Turret,Team 200's building
21:38,Neutral,Mid Lane Inner Turret,Team 100's building
22:32,Neutral,Bot Lane Outer Turret,Team 200's building
23:35,Neutral,Bot Lane Inner Turret,Team 100's building
24:42,Neutral,Mid Lane Base Turret,Team 100's building
24:47,Neutral,Inhibitor Building (Mid Lane),Team 100's building
25:35,Team 200,Hextech Dragon,
26:44,Team 200,Monster,
28:19,Neutral,Bot Lane Base Turret,Team 100's building
28:32,Neutral,Inhibitor Building (Bot Lane),Team 100's building
28:51,Neutral,Top Lane Base Turret,Team 100's building
28:52,Neutral,Mid Lane Nexus Turret,Team 100's building
28:59,Neutral,Mid Lane Nexus Turret,Team 100's building
