Match ID:,NA1_5304841423
Game Duration:,2196
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,001","2,985",+16
3,"4,393","4,821",-428
4,"6,488","6,356",+132
5,"8,091","7,654",+437
6,"9,679","8,879",+800
7,"11,860","10,695","+1,165"
8,"13,612","12,728",+884
9,"16,252","15,079","+1,173"
10,"18,100","16,795","+1,305"
11,"19,951","18,172","+1,779"
12,"21,896","19,994","+1,902"
13,"23,944","22,327","+1,617"
14,"27,014","24,852","+2,162"
15,"28,506","26,623","+1,883"
16,"32,034","28,085","+3,949"
17,"33,775","29,576","+4,199"
18,"36,488","31,397","+5,091"
19,"39,599","33,111","+6,488"
20,"41,200","35,731","+5,469"
21,"44,288","38,502","+5,786"
22,"47,481","39,741","+7,740"
23,"49,302","43,322","+5,980"
24,"50,799","45,798","+5,001"
25,"52,989","48,055","+4,934"
26,"56,124","50,600","+5,524"
27,"58,162","55,132","+3,030"
28,"60,918","57,206","+3,712"
29,"62,997","59,540","+3,457"
30,"65,364","61,102","+4,262"
""
Objective Timeline
Time,Team,Objective,Details
5:44,Team 200,Earth Dragon,
12:37,Team 200,Fire Dragon,
12:37,Neutral,Dragon Soul Given,
15:47,Neutral,Bot Lane Outer Turret,Team 200's building
15:49,Neutral,Mid Lane Outer Turret,Team 200's building
17:15,Neutral,Bot Lane Outer Turret,Team 100's building
17:19,Neutral,Top Lane Outer Turret,Team 200's building
18:25,Team 100,Hextech Dragon,
18:45,Neutral,Mid Lane Inner Turret,Team 200's building
20:04,Team 100,Monster,
21:12,Neutral,Bot Lane Inner Turret,Team 200's building
23:51,Team 100,Hextech Dragon,
24:26,Neutral,Top Lane Outer Turret,Team 100's building
25:52,Neutral,Top Lane Inner Turret,Team 200's building
26:36,Neutral,Bot Lane Base Turret,Team 200's building
26:44,Neutral,Inhibitor Building (Bot Lane),Team 200's building
26:46,Team 200,Monster,
29:13,Team 100,Hextech Dragon,
30:52,Neutral,Mid Lane Base Turret,Team 200's building
30:56,Neutral,Inhibitor Building (Mid Lane),Team 200's building
33:21,Team 100,Monster,
34:54,Neutral,Mid Lane Nexus Turret,Team 200's building
35:04,Neutral,Mid Lane Nexus Turret,Team 200's building
35:24,Team 100,Hextech Dragon,
35:25,Neutral,Dragon Soul Given,
36:21,Neutral,Inhibitor Building (Bot Lane),Team 200's building
