Match ID:,NA1_5303237745
Game Duration:,1736
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"2,995","3,421",-426
3,"4,535","4,899",-364
4,"6,162","6,648",-486
5,"8,223","8,091",+132
6,"9,508","10,010",-502
7,"11,743","12,341",-598
8,"14,208","14,325",-117
9,"15,845","16,385",-540
10,"17,424","18,493","-1,069"
11,"19,176","20,554","-1,378"
12,"20,388","22,542","-2,154"
13,"22,091","24,745","-2,654"
14,"24,425","26,229","-1,804"
15,"25,601","27,817","-2,216"
16,"27,087","30,522","-3,435"
17,"31,295","31,973",-678
18,"34,414","34,428",-14
19,"35,648","36,443",-795
20,"37,634","38,281",-647
21,"39,813","40,298",-485
22,"41,227","42,986","-1,759"
23,"44,339","46,417","-2,078"
24,"45,656","48,315","-2,659"
25,"47,674","53,748","-6,074"
26,"50,644","56,018","-5,374"
27,"52,116","58,219","-6,103"
28,"53,048","64,222","-11,174"
29,"54,002","69,187","-15,185"
""
Objective Timeline
Time,Team,Objective,Details
13:49,Team 200,Air Dragon,
15:25,Neutral,Bot Lane Outer Turret,Team 100's building
16:33,Neutral,Mid Lane Outer Turret,Team 200's building
16:49,Neutral,Mid Lane Inner Turret,Team 200's building
16:58,Neutral,Bot Lane Outer Turret,Team 200's building
17:23,Neutral,Mid Lane Outer Turret,Team 100's building
17:29,Neutral,Top Lane Outer Turret,Team 200's building
19:03,Team 200,Water Dragon,
19:03,Neutral,Dragon Soul Given,
20:45,Team 100,Monster,
22:29,Neutral,Bot Lane Inner Turret,Team 100's building
22:33,Neutral,Top Lane Inner Turret,Team 200's building
23:34,Neutral,Top Lane Outer Turret,Team 100's building
24:47,Neutral,Mid Lane Inner Turret,Team 100's building
24:56,Neutral,Bot Lane Base Turret,Team 100's building
25:17,Team 200,Fire Dragon,
27:14,Team 200,Monster,
27:46,Neutral,Top Lane Inner Turret,Team 100's building
28:33,Neutral,Top Lane Base Turret,Team 100's building
28:35,Neutral,Mid Lane Base Turret,Team 100's building
28:38,Neutral,Inhibitor Building (Top Lane),Team 100's building
28:45,Neutral,Mid Lane Nexus Turret,Team 100's building
28:48,Neutral,Mid Lane Nexus Turret,Team 100's building
