Match ID:,NA1_5302326705
Game Duration:,1110
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,720","3,301",+419
3,"5,006","4,727",+279
4,"6,999","6,430",+569
5,"8,970","7,477","+1,493"
6,"10,172","9,617",+555
7,"12,282","12,105",+177
8,"14,128","14,169",-41
9,"16,080","15,865",+215
10,"19,456","17,257","+2,199"
11,"21,868","19,020","+2,848"
12,"24,459","21,150","+3,309"
13,"27,911","22,467","+5,444"
14,"29,570","23,956","+5,614"
15,"32,837","24,897","+7,940"
16,"34,391","26,939","+7,452"
17,"36,791","28,628","+8,163"
18,"39,119","29,666","+9,453"
19,"41,378","30,424","+10,954"
""
Objective Timeline
Time,Team,Objective,Details
8:32,Team 100,Fire Dragon,
12:24,Neutral,Mid Lane Outer Turret,Team 200's building
14:35,Team 100,Chemtech Dragon,
14:36,Neutral,Bot Lane Outer Turret,Team 200's building
14:36,Neutral,Dragon Soul Given,
17:23,Team 100,Monster,
17:42,Neutral,Top Lane Outer Turret,Team 200's building
