Match ID:,NA1_5303663698
Game Duration:,1692
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"3,003","3,040",-37
3,"4,262","4,578",-316
4,"5,879","6,682",-803
5,"7,381","7,970",-589
6,"8,937","9,467",-530
7,"10,395","10,906",-511
8,"12,060","12,326",-266
9,"13,722","14,426",-704
10,"15,455","16,354",-899
11,"17,444","18,045",-601
12,"20,621","20,667",-46
13,"22,173","22,916",-743
14,"23,644","24,748","-1,104"
15,"25,585","26,143",-558
16,"27,202","27,573",-371
17,"29,215","29,327",-112
18,"31,696","32,482",-786
19,"34,199","34,192",+7
20,"36,130","36,302",-172
21,"37,608","37,919",-311
22,"42,224","39,212","+3,012"
23,"44,389","41,996","+2,393"
24,"48,653","43,660","+4,993"
25,"50,034","44,821","+5,213"
26,"52,688","46,033","+6,655"
27,"54,397","49,020","+5,377"
28,"57,160","50,084","+7,076"
""
Objective Timeline
Time,Team,Objective,Details
13:58,Team 200,Chemtech Dragon,
15:42,Team 200,Monster,
17:40,Neutral,Top Lane Outer Turret,Team 200's building
17:44,Neutral,Bot Lane Outer Turret,Team 100's building
19:10,Team 100,Water Dragon,
19:10,Neutral,Dragon Soul Given,
19:16,Neutral,Top Lane Outer Turret,Team 100's building
19:35,Neutral,Bot Lane Outer Turret,Team 200's building
21:45,Neutral,Mid Lane Outer Turret,Team 200's building
22:00,Neutral,Bot Lane Inner Turret,Team 200's building
23:52,Neutral,Mid Lane Inner Turret,Team 200's building
25:37,Team 100,Earth Dragon,
26:55,Neutral,Bot Lane Inner Turret,Team 100's building
