Match ID:,NA1_5314085448
Game Duration:,1508
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,046","3,047",-1
3,"4,644","4,478",+166
4,"6,238","6,168",+70
5,"8,579","7,616",+963
6,"10,242","9,518",+724
7,"12,396","11,208","+1,188"
8,"13,949","12,895","+1,054"
9,"16,103","14,680","+1,423"
10,"18,253","16,062","+2,191"
11,"19,625","19,991",-366
12,"21,552","21,351",+201
13,"23,748","23,317",+431
14,"24,970","26,158","-1,188"
15,"26,566","27,647","-1,081"
16,"27,722","29,509","-1,787"
17,"29,035","30,923","-1,888"
18,"31,351","32,313",-962
19,"32,532","36,263","-3,731"
20,"35,222","38,429","-3,207"
21,"36,265","40,693","-4,428"
22,"37,930","44,536","-6,606"
23,"39,429","45,800","-6,371"
24,"42,857","49,245","-6,388"
25,"44,898","52,579","-7,681"
""
Objective Timeline
Time,Team,Objective,Details
7:04,Team 200,Chemtech Dragon,
12:35,Team 100,Earth Dragon,
12:36,Neutral,Dragon Soul Given,
15:19,Neutral,Top Lane Outer Turret,Team 100's building
15:59,Team 200,Monster,
17:49,Neutral,Top Lane Outer Turret,Team 200's building
17:49,Team 200,Hextech Dragon,
18:06,Neutral,Mid Lane Outer Turret,Team 100's building
20:32,Neutral,Bot Lane Outer Turret,Team 100's building
23:10,Team 200,Hextech Dragon,
23:26,Neutral,Top Lane Inner Turret,Team 200's building; 800 gold
23:26,Neutral,Bot Lane Inner Turret,Team 100's building
23:37,Neutral,Mid Lane Inner Turret,Team 100's building
