Match ID:,NA1_5303028118
Game Duration:,1643
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,338","2,978",+360
3,"4,721","4,132",+589
4,"6,628","5,434","+1,194"
5,"8,410","6,782","+1,628"
6,"10,968","8,486","+2,482"
7,"14,003","10,054","+3,949"
8,"15,431","11,604","+3,827"
9,"17,582","13,173","+4,409"
10,"19,228","14,685","+4,543"
11,"21,052","17,621","+3,431"
12,"22,644","20,330","+2,314"
13,"24,155","23,377",+778
14,"26,291","24,750","+1,541"
15,"28,649","27,034","+1,615"
16,"31,239","28,746","+2,493"
17,"33,352","31,554","+1,798"
18,"35,151","32,915","+2,236"
19,"37,499","34,559","+2,940"
20,"40,361","36,216","+4,145"
21,"43,809","38,661","+5,148"
22,"46,103","40,702","+5,401"
23,"48,174","42,311","+5,863"
24,"51,345","43,877","+7,468"
25,"52,918","46,338","+6,580"
26,"56,546","47,461","+9,085"
27,"57,715","49,105","+8,610"
""
Objective Timeline
Time,Team,Objective,Details
10:27,Team 100,Chemtech Dragon,
14:35,Neutral,Top Lane Outer Turret,Team 100's building
14:38,Neutral,Mid Lane Outer Turret,Team 100's building
15:01,Neutral,Bot Lane Outer Turret,Team 200's building
15:42,Team 100,Fire Dragon,
15:42,Neutral,Dragon Soul Given,
19:11,Neutral,Top Lane Outer Turret,Team 200's building
19:29,Team 100,Monster,
21:10,Neutral,Mid Lane Outer Turret,Team 200's building
21:11,Team 100,Hextech Dragon,
22:10,Neutral,Mid Lane Inner Turret,Team 200's building
23:53,Neutral,Top Lane Inner Turret,Team 200's building
25:24,Neutral,Bot Lane Inner Turret,Team 200's building
26:23,Team 100,Hextech Dragon,
26:23,Neutral,Dragon Soul Given,
