Match ID:,NA1_5291966204
Game Duration:,916
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,013","3,077",-64
3,"4,787","4,544",+243
4,"6,580","5,750",+830
5,"8,089","7,240",+849
6,"9,326","8,636",+690
7,"11,498","9,958","+1,540"
8,"13,138","11,357","+1,781"
9,"15,945","12,522","+3,423"
10,"18,202","14,059","+4,143"
11,"20,419","15,428","+4,991"
12,"22,723","17,678","+5,045"
13,"25,625","18,756","+6,869"
14,"27,770","20,284","+7,486"
15,"30,790","21,283","+9,507"
""
Objective Timeline
Time,Team,Objective,Details
10:03,Team 100,Fire Dragon,
12:47,Neutral,Top Lane Outer Turret,Team 200's building
14:26,Neutral,Top Lane Inner Turret,Team 200's building
14:57,Neutral,Bot Lane Outer Turret,Team 200's building
