Match ID:,NA1_5309085741
Game Duration:,1661
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,943","3,054",-111
3,"4,631","4,522",+109
4,"6,443","6,346",+97
5,"7,643","7,654",-11
6,"9,909","8,772","+1,137"
7,"11,090","10,182",+908
8,"13,617","11,391","+2,226"
9,"14,700","13,098","+1,602"
10,"16,886","15,633","+1,253"
11,"18,736","17,710","+1,026"
12,"20,570","19,668",+902
13,"22,190","22,189",+1
14,"24,453","23,378","+1,075"
15,"26,387","26,999",-612
16,"28,247","28,093",+154
17,"29,994","29,883",+111
18,"31,211","33,106","-1,895"
19,"33,233","35,288","-2,055"
20,"36,053","37,126","-1,073"
21,"37,936","38,977","-1,041"
22,"39,454","42,309","-2,855"
23,"41,703","44,452","-2,749"
24,"43,513","46,334","-2,821"
25,"46,152","49,475","-3,323"
26,"47,486","52,145","-4,659"
27,"49,451","56,004","-6,553"
28,"50,186","59,193","-9,007"
""
Objective Timeline
Time,Team,Objective,Details
11:45,Team 100,Earth Dragon,
14:53,Neutral,Top Lane Outer Turret,Team 100's building
15:32,Team 200,Monster,
16:59,Team 200,Water Dragon,
16:59,Neutral,Dragon Soul Given,
17:39,Neutral,Mid Lane Outer Turret,Team 100's building
20:49,Neutral,Bot Lane Outer Turret,Team 200's building
21:18,Neutral,Mid Lane Outer Turret,Team 200's building
22:12,Team 200,Fire Dragon,
22:16,Neutral,Bot Lane Outer Turret,Team 100's building
22:36,Neutral,Top Lane Outer Turret,Team 200's building
24:27,Neutral,Top Lane Inner Turret,Team 100's building
24:38,Neutral,Mid Lane Inner Turret,Team 100's building
25:31,Team 200,Monster,
26:47,Neutral,Bot Lane Inner Turret,Team 100's building
26:56,Neutral,Bot Lane Base Turret,Team 100's building
26:59,Neutral,Inhibitor Building (Bot Lane),Team 100's building
27:06,Neutral,Mid Lane Nexus Turret,Team 100's building
27:20,Neutral,Mid Lane Nexus Turret,Team 100's building
27:29,Neutral,Mid Lane Base Turret,Team 100's building
