Match ID:,NA1_5319371231
Game Duration:,932
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,954","3,080",-126
3,"4,528","4,550",-22
4,"7,103","6,423",+680
5,"8,124","8,611",-487
6,"9,752","10,363",-611
7,"11,047","12,399","-1,352"
8,"12,922","14,954","-2,032"
9,"14,355","16,533","-2,178"
10,"15,780","18,841","-3,061"
11,"17,528","20,407","-2,879"
12,"18,730","22,565","-3,835"
13,"20,223","24,280","-4,057"
14,"21,287","27,081","-5,794"
15,"22,828","28,922","-6,094"
16,"23,774","31,476","-7,702"
""
Objective Timeline
Time,Team,Objective,Details
6:49,Team 100,Earth Dragon,
13:03,Team 100,Fire Dragon,
13:03,Neutral,Dragon Soul Given,
13:25,Neutral,Top Lane Outer Turret,Team 100's building
