Match ID:,NA1_5308023532
Game Duration:,1833
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,512","2,500",+12
2,"3,086","3,037",+49
3,"4,871","4,410",+461
4,"6,407","6,382",+25
5,"7,948","8,168",-220
6,"9,272","9,665",-393
7,"10,873","11,510",-637
8,"12,625","14,089","-1,464"
9,"13,955","16,079","-2,124"
10,"15,988","17,622","-1,634"
11,"17,348","19,532","-2,184"
12,"19,371","20,985","-1,614"
13,"20,853","23,683","-2,830"
14,"23,060","25,523","-2,463"
15,"26,029","27,174","-1,145"
16,"27,814","28,894","-1,080"
17,"29,568","30,489",-921
18,"33,323","32,340",+983
19,"34,631","35,289",-658
20,"37,214","36,913",+301
21,"38,595","40,026","-1,431"
22,"39,883","42,121","-2,238"
23,"43,278","43,851",-573
24,"46,162","45,250",+912
25,"47,368","48,064",-696
26,"48,078","52,800","-4,722"
27,"50,055","55,069","-5,014"
28,"50,843","59,728","-8,885"
29,"52,425","62,008","-9,583"
30,"53,866","64,124","-10,258"
""
Objective Timeline
Time,Team,Objective,Details
7:48,Team 100,Chemtech Dragon,
14:23,Neutral,Bot Lane Outer Turret,Team 200's building
14:44,Team 200,Water Dragon,
14:45,Neutral,Dragon Soul Given,
16:01,Neutral,Top Lane Outer Turret,Team 100's building
17:13,Team 200,Monster,
17:56,Neutral,Mid Lane Outer Turret,Team 200's building
18:42,Neutral,Bot Lane Outer Turret,Team 100's building
18:54,Neutral,Mid Lane Outer Turret,Team 100's building
19:00,Neutral,Top Lane Outer Turret,Team 200's building
20:41,Team 100,Air Dragon,
20:56,Neutral,Bot Lane Inner Turret,Team 100's building
23:07,Neutral,Mid Lane Inner Turret,Team 200's building
23:14,Neutral,Mid Lane Base Turret,Team 200's building
23:23,Neutral,Inhibitor Building (Mid Lane),Team 200's building
25:33,Team 200,Monster,
26:21,Team 200,Air Dragon,
27:30,Neutral,Top Lane Inner Turret,Team 100's building
27:42,Neutral,Top Lane Base Turret,Team 100's building
27:54,Neutral,Inhibitor Building (Top Lane),Team 100's building
28:08,Neutral,Mid Lane Inner Turret,Team 100's building
28:19,Neutral,Mid Lane Base Turret,Team 100's building
30:07,Neutral,Bot Lane Base Turret,Team 100's building
30:15,Neutral,Inhibitor Building (Mid Lane),Team 100's building
30:15,Neutral,Inhibitor Building (Bot Lane),Team 100's building
30:24,Neutral,Mid Lane Nexus Turret,Team 100's building
30:25,Neutral,Mid Lane Nexus Turret,Team 100's building
