Match ID:,NA1_5316514842
Game Duration:,1461
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,060","3,017",+43
3,"4,366","5,019",-653
4,"6,079","6,640",-561
5,"7,572","8,739","-1,167"
6,"8,574","10,444","-1,870"
7,"10,021","13,072","-3,051"
8,"11,121","15,003","-3,882"
9,"12,927","17,324","-4,397"
10,"14,915","18,911","-3,996"
11,"17,212","21,393","-4,181"
12,"18,992","22,628","-3,636"
13,"21,025","24,411","-3,386"
14,"23,130","26,765","-3,635"
15,"24,250","29,643","-5,393"
16,"25,617","32,390","-6,773"
17,"29,260","34,658","-5,398"
18,"31,187","36,527","-5,340"
19,"32,992","39,471","-6,479"
20,"35,104","43,816","-8,712"
21,"36,436","45,270","-8,834"
22,"39,082","47,774","-8,692"
23,"40,403","49,488","-9,085"
24,"42,824","54,366","-11,542"
""
Objective Timeline
Time,Team,Objective,Details
12:03,Team 200,Chemtech Dragon,
14:17,Neutral,Bot Lane Outer Turret,Team 100's building
15:07,Neutral,Mid Lane Outer Turret,Team 100's building
15:30,Neutral,Top Lane Outer Turret,Team 100's building
15:43,Team 200,Monster,
17:53,Team 200,Water Dragon,
17:54,Neutral,Dragon Soul Given,
18:23,Neutral,Bot Lane Inner Turret,Team 100's building
18:38,Neutral,Mid Lane Inner Turret,Team 100's building
19:56,Neutral,Top Lane Inner Turret,Team 100's building
23:17,Team 200,Air Dragon,
23:32,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
23:36,Neutral,Bot Lane Base Turret,Team 100's building
23:46,Neutral,Inhibitor Building (Bot Lane),Team 100's building
24:07,Neutral,Mid Lane Nexus Turret,Team 100's building
24:11,Neutral,Mid Lane Nexus Turret,Team 100's building
