Match ID:,NA1_5313036686
Game Duration:,1966
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,064","2,959",+105
3,"4,559","4,428",+131
4,"6,793","6,599",+194
5,"8,518","8,026",+492
6,"9,965","9,508",+457
7,"12,143","10,765","+1,378"
8,"13,680","13,293",+387
9,"15,058","15,462",-404
10,"16,804","16,984",-180
11,"19,063","18,573",+490
12,"21,351","20,366",+985
13,"24,556","21,850","+2,706"
14,"25,918","26,091",-173
15,"27,596","27,817",-221
16,"29,877","30,472",-595
17,"32,077","32,402",-325
18,"33,494","34,571","-1,077"
19,"35,698","36,650",-952
20,"37,697","38,577",-880
21,"39,999","41,230","-1,231"
22,"41,127","43,135","-2,008"
23,"43,920","44,659",-739
24,"44,877","48,772","-3,895"
25,"47,296","50,913","-3,617"
26,"48,460","55,129","-6,669"
27,"50,274","56,590","-6,316"
28,"51,811","59,879","-8,068"
29,"55,901","62,286","-6,385"
30,"58,044","67,272","-9,228"
""
Objective Timeline
Time,Team,Objective,Details
10:43,Team 200,Chemtech Dragon,
12:39,Neutral,Top Lane Outer Turret,Team 200's building
13:50,Neutral,Bot Lane Outer Turret,Team 100's building
15:19,Neutral,Mid Lane Outer Turret,Team 200's building
17:29,Team 200,Hextech Dragon,
17:29,Neutral,Dragon Soul Given,
18:44,Neutral,Mid Lane Outer Turret,Team 100's building
19:17,Neutral,Bot Lane Outer Turret,Team 200's building
19:38,Team 100,Monster,
22:39,Neutral,Top Lane Inner Turret,Team 200's building
22:46,Neutral,Mid Lane Inner Turret,Team 200's building
22:53,Team 200,Earth Dragon,
23:47,Neutral,Mid Lane Inner Turret,Team 100's building
24:21,Neutral,Top Lane Outer Turret,Team 100's building
25:47,Team 200,Monster,
27:05,Neutral,Bot Lane Inner Turret,Team 100's building
28:13,Team 200,Earth Dragon,
28:13,Neutral,Dragon Soul Given,
29:24,Neutral,Top Lane Inner Turret,Team 100's building
29:37,Neutral,Top Lane Base Turret,Team 100's building
29:44,Neutral,Inhibitor Building (Top Lane),Team 100's building
29:48,Neutral,Mid Lane Base Turret,Team 100's building
30:00,Neutral,Inhibitor Building (Mid Lane),Team 100's building
