Match ID:,NA1_5319331603
Game Duration:,1327
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,060","2,901",+159
3,"4,872","4,263",+609
4,"6,749","5,929",+820
5,"8,557","7,698",+859
6,"10,080","9,088",+992
7,"12,688","10,773","+1,915"
8,"14,280","12,292","+1,988"
9,"15,651","14,870",+781
10,"17,475","16,754",+721
11,"18,920","18,469",+451
12,"20,729","19,840",+889
13,"22,554","22,040",+514
14,"23,946","23,761",+185
15,"25,516","27,022","-1,506"
16,"27,381","29,277","-1,896"
17,"29,517","32,677","-3,160"
18,"31,679","35,570","-3,891"
19,"33,223","38,391","-5,168"
20,"34,858","43,587","-8,729"
21,"37,634","44,670","-7,036"
22,"39,707","46,787","-7,080"
""
Objective Timeline
Time,Team,Objective,Details
10:56,Team 200,Fire Dragon,
14:14,Neutral,Top Lane Outer Turret,Team 100's building
14:39,Neutral,Mid Lane Outer Turret,Team 100's building
15:27,Neutral,Bot Lane Outer Turret,Team 200's building
15:54,Team 100,Monster,
16:07,Neutral,Bot Lane Outer Turret,Team 100's building
16:14,Team 200,Water Dragon,
16:15,Neutral,Dragon Soul Given,
16:39,Neutral,Bot Lane Inner Turret,Team 100's building
16:59,Neutral,Mid Lane Outer Turret,Team 200's building
17:05,Neutral,Bot Lane Base Turret,Team 100's building
17:18,Neutral,Top Lane Outer Turret,Team 200's building
17:45,Neutral,Mid Lane Inner Turret,Team 100's building
18:52,Neutral,Top Lane Inner Turret,Team 100's building
19:25,Neutral,Mid Lane Base Turret,Team 100's building
19:30,Neutral,Inhibitor Building (Mid Lane),Team 100's building
19:34,Neutral,Top Lane Base Turret,Team 100's building
19:39,Neutral,Inhibitor Building (Top Lane),Team 100's building
19:44,Neutral,Mid Lane Nexus Turret,Team 100's building
19:47,Neutral,Inhibitor Building (Bot Lane),Team 100's building
21:57,Neutral,Mid Lane Nexus Turret,Team 100's building
