Match ID:,NA1_5318838921
Game Duration:,1513
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,959","2,922",+37
3,"4,236","4,270",-34
4,"6,795","6,449",+346
5,"7,981","7,964",+17
6,"9,841","9,866",-25
7,"12,196","11,267",+929
8,"13,965","12,881","+1,084"
9,"16,490","14,125","+2,365"
10,"18,330","15,905","+2,425"
11,"20,670","16,992","+3,678"
12,"22,778","19,197","+3,581"
13,"24,639","20,990","+3,649"
14,"26,929","23,502","+3,427"
15,"29,175","26,028","+3,147"
16,"31,752","27,568","+4,184"
17,"33,645","30,544","+3,101"
18,"36,429","32,678","+3,751"
19,"38,596","34,137","+4,459"
20,"42,899","35,759","+7,140"
21,"44,462","36,956","+7,506"
22,"48,439","38,294","+10,145"
23,"50,307","39,805","+10,502"
24,"53,113","41,387","+11,726"
25,"57,613","43,692","+13,921"
""
Objective Timeline
Time,Team,Objective,Details
8:47,Team 200,Water Dragon,
14:14,Neutral,Top Lane Outer Turret,Team 200's building
14:20,Team 200,Chemtech Dragon,
14:21,Neutral,Dragon Soul Given,
14:25,Neutral,Bot Lane Outer Turret,Team 100's building
16:08,Team 100,Monster,
17:05,Neutral,Mid Lane Outer Turret,Team 200's building
17:18,Neutral,Mid Lane Inner Turret,Team 200's building
19:29,Neutral,Bot Lane Outer Turret,Team 200's building
20:13,Team 100,Fire Dragon,
21:40,Neutral,Top Lane Inner Turret,Team 200's building
23:27,Neutral,Mid Lane Base Turret,Team 200's building
23:41,Neutral,Inhibitor Building (Mid Lane),Team 200's building
24:06,Neutral,Bot Lane Inner Turret,Team 200's building
24:20,Neutral,Bot Lane Base Turret,Team 200's building
24:23,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
24:33,Neutral,Inhibitor Building (Bot Lane),Team 200's building
24:48,Neutral,Mid Lane Nexus Turret,Team 200's building
24:55,Neutral,Mid Lane Nexus Turret,Team 200's building
