Match ID:,NA1_5318798053
Game Duration:,1487
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,894","2,500",+394
2,"3,371","3,278",+93
3,"4,761","4,646",+115
4,"7,088","6,105",+983
5,"8,951","8,066",+885
6,"10,687","9,880",+807
7,"11,981","12,125",-144
8,"13,308","13,893",-585
9,"15,285","15,425",-140
10,"16,970","17,291",-321
11,"18,304","18,898",-594
12,"20,549","20,502",+47
13,"21,712","23,040","-1,328"
14,"23,278","24,696","-1,418"
15,"25,442","28,238","-2,796"
16,"26,805","29,729","-2,924"
17,"28,476","31,437","-2,961"
18,"30,585","33,088","-2,503"
19,"32,034","36,407","-4,373"
20,"34,113","38,571","-4,458"
21,"35,669","40,076","-4,407"
22,"37,425","42,917","-5,492"
23,"39,090","45,239","-6,149"
24,"40,854","48,585","-7,731"
25,"41,771","51,489","-9,718"
""
Objective Timeline
Time,Team,Objective,Details
13:39,Team 100,Chemtech Dragon,
14:06,Neutral,Top Lane Outer Turret,Team 100's building
14:51,Neutral,Mid Lane Outer Turret,Team 100's building
17:00,Team 200,Monster,
17:35,Neutral,Bot Lane Outer Turret,Team 200's building
18:15,Neutral,Bot Lane Outer Turret,Team 100's building
18:44,Neutral,Bot Lane Inner Turret,Team 100's building
18:58,Team 200,Fire Dragon,
18:58,Neutral,Dragon Soul Given,
19:15,Neutral,Top Lane Outer Turret,Team 200's building
19:17,Neutral,Mid Lane Inner Turret,Team 100's building
21:54,Neutral,Top Lane Inner Turret,Team 100's building
22:03,Neutral,Top Lane Base Turret,Team 100's building
22:09,Neutral,Inhibitor Building (Top Lane),Team 100's building
24:10,Neutral,Mid Lane Base Turret,Team 100's building
24:17,Neutral,Inhibitor Building (Mid Lane),Team 100's building
24:25,Neutral,Bot Lane Base Turret,Team 100's building
24:30,Neutral,Inhibitor Building (Bot Lane),Team 100's building
24:35,Neutral,Mid Lane Nexus Turret,Team 100's building
24:38,Neutral,Mid Lane Nexus Turret,Team 100's building
