Match ID:,NA1_5308672593
Game Duration:,2192
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,511",-11
2,"3,029","3,059",-30
3,"4,460","4,889",-429
4,"6,819","6,225",+594
5,"7,867","7,556",+311
6,"9,508","8,681",+827
7,"11,036","9,927","+1,109"
8,"13,212","11,039","+2,173"
9,"14,873","12,568","+2,305"
10,"16,409","15,132","+1,277"
11,"17,636","16,278","+1,358"
12,"19,119","19,119",+0
13,"20,677","20,761",-84
14,"22,556","22,831",-275
15,"24,920","24,080",+840
16,"26,445","26,004",+441
17,"28,425","27,830",+595
18,"29,920","29,422",+498
19,"31,506","30,408","+1,098"
20,"34,663","32,229","+2,434"
21,"36,241","33,839","+2,402"
22,"38,029","35,649","+2,380"
23,"40,754","40,196",+558
24,"41,887","42,482",-595
25,"43,383","44,984","-1,601"
26,"46,687","47,618",-931
27,"50,314","49,996",+318
28,"53,345","52,078","+1,267"
29,"55,290","53,296","+1,994"
30,"57,637","54,840","+2,797"
""
Objective Timeline
Time,Team,Objective,Details
14:23,Neutral,Top Lane Outer Turret,Team 200's building
14:45,Team 200,Chemtech Dragon,
16:13,Team 100,Monster,
17:18,Neutral,Bot Lane Outer Turret,Team 200's building
19:43,Neutral,Mid Lane Outer Turret,Team 200's building
21:27,Neutral,Top Lane Outer Turret,Team 100's building
21:54,Team 200,Air Dragon,
21:55,Neutral,Dragon Soul Given,
22:35,Neutral,Mid Lane Inner Turret,Team 200's building
23:15,Neutral,Mid Lane Outer Turret,Team 100's building
23:32,Neutral,Mid Lane Inner Turret,Team 100's building
25:22,Team 200,Monster,
25:28,Neutral,Bot Lane Inner Turret,Team 200's building
26:19,Neutral,Bot Lane Outer Turret,Team 100's building
27:04,Team 100,Water Dragon,
33:09,Team 100,Monster,
33:39,Team 100,Water Dragon,
35:05,Neutral,Top Lane Inner Turret,Team 200's building
36:09,Neutral,Mid Lane Base Turret,Team 100's building
36:13,Neutral,Inhibitor Building (Mid Lane),Team 100's building
36:22,Neutral,Mid Lane Nexus Turret,Team 100's building
36:24,Neutral,Mid Lane Nexus Turret,Team 100's building
