Match ID:,NA1_5313438580
Game Duration:,2347
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"3,046","3,044",+2
3,"4,638","4,528",+110
4,"7,540","6,824",+716
5,"9,121","8,229",+892
6,"11,390","9,756","+1,634"
7,"12,606","11,074","+1,532"
8,"14,392","12,874","+1,518"
9,"15,755","14,218","+1,537"
10,"17,507","15,694","+1,813"
11,"20,054","17,172","+2,882"
12,"22,249","20,007","+2,242"
13,"24,407","21,542","+2,865"
14,"27,436","24,055","+3,381"
15,"29,213","27,193","+2,020"
16,"31,402","29,003","+2,399"
17,"33,364","31,052","+2,312"
18,"35,407","32,702","+2,705"
19,"38,023","34,405","+3,618"
20,"40,310","36,038","+4,272"
21,"41,959","38,738","+3,221"
22,"43,692","39,930","+3,762"
23,"45,976","43,990","+1,986"
24,"46,848","46,061",+787
25,"48,367","48,613",-246
26,"51,213","53,906","-2,693"
27,"52,790","56,344","-3,554"
28,"55,053","60,543","-5,490"
29,"60,937","61,790",-853
30,"62,715","63,767","-1,052"
""
Objective Timeline
Time,Team,Objective,Details
9:36,Team 100,Air Dragon,
14:00,Neutral,Bot Lane Outer Turret,Team 200's building
15:10,Team 200,Earth Dragon,
15:10,Neutral,Dragon Soul Given,
16:21,Team 100,Monster,
17:56,Neutral,Mid Lane Outer Turret,Team 200's building
19:51,Neutral,Top Lane Outer Turret,Team 200's building
21:11,Team 200,Water Dragon,
23:20,Neutral,Mid Lane Outer Turret,Team 100's building
25:07,Neutral,Mid Lane Inner Turret,Team 100's building
25:44,Team 200,Monster,
26:08,Neutral,Top Lane Outer Turret,Team 100's building
26:39,Team 200,Water Dragon,
27:00,Neutral,Bot Lane Outer Turret,Team 100's building
27:21,Neutral,Bot Lane Inner Turret,Team 100's building
27:34,Neutral,Bot Lane Base Turret,Team 100's building
27:38,Neutral,Inhibitor Building (Bot Lane),Team 100's building
27:39,Neutral,Top Lane Inner Turret,Team 200's building
28:38,Neutral,Mid Lane Inner Turret,Team 200's building
28:47,Neutral,Mid Lane Base Turret,Team 200's building
28:51,Neutral,Inhibitor Building (Mid Lane),Team 200's building
30:53,Neutral,Mid Lane Base Turret,Team 100's building
30:58,Neutral,Inhibitor Building (Mid Lane),Team 100's building
31:48,Team 100,Water Dragon,
32:48,Team 100,Monster,
34:12,Neutral,Bot Lane Inner Turret,Team 200's building
37:20,Team 100,Water Dragon,
38:48,Neutral,Inhibitor Building (Mid Lane),Team 100's building
38:58,Neutral,Mid Lane Nexus Turret,Team 100's building
38:58,Neutral,Mid Lane Nexus Turret,Team 100's building
