Match ID:,NA1_5316463543
Game Duration:,1379
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,083","3,026",+57
3,"4,811","5,135",-324
4,"6,145","6,888",-743
5,"8,901","8,788",+113
6,"10,398","10,188",+210
7,"12,546","11,511","+1,035"
8,"14,290","12,895","+1,395"
9,"15,535","14,375","+1,160"
10,"17,562","16,412","+1,150"
11,"19,774","17,912","+1,862"
12,"22,193","19,235","+2,958"
13,"24,035","21,787","+2,248"
14,"27,847","22,930","+4,917"
15,"30,236","25,316","+4,920"
16,"33,055","27,143","+5,912"
17,"35,096","28,861","+6,235"
18,"39,065","30,308","+8,757"
19,"41,159","32,605","+8,554"
20,"45,305","35,067","+10,238"
21,"47,319","37,226","+10,093"
22,"49,870","38,847","+11,023"
23,"53,366","42,732","+10,634"
""
Objective Timeline
Time,Team,Objective,Details
6:15,Team 200,Hextech Dragon,
13:16,Team 200,Fire Dragon,
13:17,Neutral,Dragon Soul Given,
14:16,Neutral,Bot Lane Outer Turret,Team 200's building
15:05,Neutral,Bot Lane Outer Turret,Team 100's building
15:21,Neutral,Top Lane Outer Turret,Team 200's building
15:22,Neutral,Mid Lane Outer Turret,Team 200's building
15:43,Team 100,Monster,
17:43,Neutral,Mid Lane Inner Turret,Team 200's building
17:57,Neutral,Mid Lane Base Turret,Team 200's building
18:34,Team 100,Air Dragon,
19:34,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
19:37,Neutral,Bot Lane Inner Turret,Team 200's building
20:10,Neutral,Bot Lane Base Turret,Team 200's building
20:16,Neutral,Inhibitor Building (Bot Lane),Team 200's building
21:52,Neutral,Top Lane Inner Turret,Team 200's building
22:18,Neutral,Inhibitor Building (Mid Lane),Team 200's building
22:42,Neutral,Mid Lane Nexus Turret,Team 200's building
