Match ID:,NA1_5306700056
Game Duration:,1452
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,036","3,027",+9
3,"4,599","4,424",+175
4,"6,213","6,465",-252
5,"7,683","8,071",-388
6,"10,252","9,923",+329
7,"11,787","12,133",-346
8,"14,105","14,132",-27
9,"15,500","15,655",-155
10,"17,379","17,311",+68
11,"19,399","19,952",-553
12,"20,997","22,501","-1,504"
13,"22,404","24,650","-2,246"
14,"24,273","26,409","-2,136"
15,"26,508","27,719","-1,211"
16,"28,241","30,161","-1,920"
17,"31,058","31,886",-828
18,"32,832","33,501",-669
19,"34,495","36,861","-2,366"
20,"35,968","39,483","-3,515"
21,"37,183","42,379","-5,196"
22,"38,642","44,239","-5,597"
23,"39,793","49,302","-9,509"
24,"40,870","53,047","-12,177"
""
Objective Timeline
Time,Team,Objective,Details
9:15,Team 100,Water Dragon,
14:41,Team 200,Hextech Dragon,
14:42,Neutral,Dragon Soul Given,
15:16,Neutral,Mid Lane Outer Turret,Team 100's building
15:59,Neutral,Bot Lane Outer Turret,Team 100's building
18:09,Neutral,Mid Lane Outer Turret,Team 200's building
18:21,Neutral,Top Lane Outer Turret,Team 100's building
19:04,Team 200,Monster,
20:18,Neutral,Mid Lane Inner Turret,Team 100's building
20:28,Team 200,Earth Dragon,
20:30,Neutral,Mid Lane Base Turret,Team 100's building
22:33,Neutral,Bot Lane Inner Turret,Team 100's building
22:51,Neutral,Top Lane Inner Turret,Team 100's building
23:26,Neutral,Inhibitor Building (Mid Lane),Team 100's building
23:56,Neutral,Mid Lane Nexus Turret,Team 100's building
23:59,Neutral,Mid Lane Nexus Turret,Team 100's building
