Match ID:,NA1_5314345179
Game Duration:,1558
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,962","2,500",+462
2,"3,525","2,940",+585
3,"4,945","4,390",+555
4,"6,942","6,548",+394
5,"8,842","7,807","+1,035"
6,"11,018","10,127",+891
7,"13,712","11,858","+1,854"
8,"15,397","14,008","+1,389"
9,"17,382","15,434","+1,948"
10,"19,616","18,139","+1,477"
11,"21,265","20,056","+1,209"
12,"23,036","22,067",+969
13,"25,270","23,976","+1,294"
14,"28,582","25,879","+2,703"
15,"31,220","27,571","+3,649"
16,"32,500","30,808","+1,692"
17,"33,987","33,128",+859
18,"36,227","34,473","+1,754"
19,"39,982","37,581","+2,401"
20,"40,971","39,412","+1,559"
21,"42,024","42,056",-32
22,"43,058","45,400","-2,342"
23,"44,462","47,137","-2,675"
24,"45,834","49,527","-3,693"
25,"47,321","51,941","-4,620"
26,"48,295","54,720","-6,425"
""
Objective Timeline
Time,Team,Objective,Details
13:20,Neutral,Mid Lane Outer Turret,Team 200's building
14:31,Neutral,Bot Lane Outer Turret,Team 200's building
16:36,Neutral,Bot Lane Outer Turret,Team 100's building
17:39,Team 100,Monster,
17:47,Neutral,Top Lane Outer Turret,Team 200's building
17:55,Team 200,Air Dragon,
18:05,Neutral,Top Lane Inner Turret,Team 200's building
18:50,Neutral,Bot Lane Inner Turret,Team 200's building
19:32,Neutral,Top Lane Outer Turret,Team 100's building
20:42,Neutral,Mid Lane Outer Turret,Team 100's building
23:08,Team 200,Chemtech Dragon,
23:09,Neutral,Dragon Soul Given,
23:39,Neutral,Bot Lane Inner Turret,Team 100's building
24:02,Neutral,Bot Lane Base Turret,Team 100's building
24:09,Neutral,Inhibitor Building (Bot Lane),Team 100's building
