Match ID:,NA1_5308510803
Game Duration:,2222
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,981","3,461",-480
3,"4,330","4,761",-431
4,"5,688","6,900","-1,212"
5,"8,342","8,476",-134
6,"9,845","10,355",-510
7,"11,940","13,211","-1,271"
8,"13,603","14,907","-1,304"
9,"14,743","17,515","-2,772"
10,"16,306","19,709","-3,403"
11,"17,872","21,791","-3,919"
12,"19,708","24,183","-4,475"
13,"21,425","26,975","-5,550"
14,"23,150","28,854","-5,704"
15,"25,875","30,321","-4,446"
16,"27,458","31,845","-4,387"
17,"29,423","34,212","-4,789"
18,"31,226","36,018","-4,792"
19,"32,751","38,290","-5,539"
20,"37,137","39,136","-1,999"
21,"38,821","40,887","-2,066"
22,"40,266","42,458","-2,192"
23,"41,606","44,034","-2,428"
24,"43,119","45,967","-2,848"
25,"44,190","48,507","-4,317"
26,"46,235","50,610","-4,375"
27,"48,509","51,953","-3,444"
28,"52,562","52,690",-128
29,"54,826","54,287",+539
30,"57,563","56,944",+619
""
Objective Timeline
Time,Team,Objective,Details
12:58,Neutral,Bot Lane Outer Turret,Team 100's building
13:55,Team 200,Hextech Dragon,
15:57,Team 200,Monster,
16:25,Neutral,Top Lane Outer Turret,Team 100's building
16:44,Neutral,Bot Lane Outer Turret,Team 200's building
18:50,Neutral,Mid Lane Outer Turret,Team 100's building
19:09,Team 200,Air Dragon,
19:09,Neutral,Dragon Soul Given,
19:26,Neutral,Top Lane Outer Turret,Team 200's building
19:56,Neutral,Top Lane Inner Turret,Team 200's building
24:25,Team 200,Fire Dragon,
27:13,Neutral,Mid Lane Outer Turret,Team 200's building
27:45,Team 100,Monster,
29:11,Neutral,Mid Lane Inner Turret,Team 200's building
29:17,Neutral,Top Lane Inner Turret,Team 100's building
29:29,Neutral,Mid Lane Base Turret,Team 200's building
29:38,Neutral,Top Lane Base Turret,Team 100's building
29:42,Team 100,Fire Dragon,
31:11,Neutral,Mid Lane Inner Turret,Team 100's building
34:04,Team 200,Monster,
34:57,Team 200,Fire Dragon,
34:57,Neutral,Dragon Soul Given,
35:26,Neutral,Bot Lane Inner Turret,Team 100's building
35:59,Neutral,Bot Lane Base Turret,Team 100's building
36:17,Neutral,Mid Lane Base Turret,Team 100's building
36:26,Neutral,Inhibitor Building (Bot Lane),Team 100's building
36:44,Neutral,Inhibitor Building (Mid Lane),Team 100's building
36:53,Neutral,Mid Lane Nexus Turret,Team 100's building
36:54,Neutral,Mid Lane Nexus Turret,Team 100's building
