Match ID:,NA1_5304659749
Game Duration:,1548
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,515",-15
2,"3,082","2,949",+133
3,"4,682","4,419",+263
4,"6,241","5,966",+275
5,"8,363","7,289","+1,074"
6,"9,707","9,114",+593
7,"12,101","10,700","+1,401"
8,"13,540","12,260","+1,280"
9,"14,931","14,654",+277
10,"17,130","16,384",+746
11,"18,739","18,690",+49
12,"20,684","20,646",+38
13,"22,416","22,116",+300
14,"24,011","24,239",-228
15,"25,051","26,379","-1,328"
16,"27,054","28,414","-1,360"
17,"28,829","30,213","-1,384"
18,"31,379","32,398","-1,019"
19,"33,072","36,482","-3,410"
20,"34,733","38,613","-3,880"
21,"36,265","40,221","-3,956"
22,"38,280","42,601","-4,321"
23,"39,736","44,886","-5,150"
24,"41,253","45,911","-4,658"
25,"42,538","50,434","-7,896"
26,"43,259","53,117","-9,858"
""
Objective Timeline
Time,Team,Objective,Details
10:44,Team 100,Chemtech Dragon,
16:43,Team 200,Monster,
17:40,Team 200,Air Dragon,
17:40,Neutral,Dragon Soul Given,
17:52,Neutral,Top Lane Outer Turret,Team 200's building
17:56,Neutral,Bot Lane Outer Turret,Team 100's building
18:59,Neutral,Mid Lane Outer Turret,Team 100's building
21:48,Neutral,Mid Lane Inner Turret,Team 100's building
22:03,Neutral,Bot Lane Inner Turret,Team 100's building
23:14,Team 200,Hextech Dragon,
24:21,Neutral,Top Lane Outer Turret,Team 100's building
24:48,Neutral,Top Lane Inner Turret,Team 100's building
25:32,Team 200,Monster,
