Match ID:,NA1_5303042410
Game Duration:,1618
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,510","2,500",+10
2,"3,065","3,046",+19
3,"4,699","4,327",+372
4,"6,394","5,674",+720
5,"8,405","7,685",+720
6,"10,110","9,011","+1,099"
7,"11,769","12,103",-334
8,"13,256","14,266","-1,010"
9,"15,742","16,122",-380
10,"17,338","18,290",-952
11,"19,116","19,809",-693
12,"21,399","22,679","-1,280"
13,"22,773","25,802","-3,029"
14,"24,457","28,448","-3,991"
15,"25,982","29,932","-3,950"
16,"28,960","33,016","-4,056"
17,"30,625","34,768","-4,143"
18,"31,914","37,049","-5,135"
19,"33,475","40,318","-6,843"
20,"35,137","42,743","-7,606"
21,"39,049","44,866","-5,817"
22,"40,415","46,567","-6,152"
23,"43,017","49,549","-6,532"
24,"45,988","52,060","-6,072"
25,"47,752","53,614","-5,862"
26,"48,621","56,899","-8,278"
27,"49,252","60,548","-11,296"
""
Objective Timeline
Time,Team,Objective,Details
8:50,Team 100,Air Dragon,
12:17,Neutral,Bot Lane Outer Turret,Team 100's building
14:22,Team 200,Hextech Dragon,
14:22,Neutral,Dragon Soul Given,
15:03,Neutral,Top Lane Outer Turret,Team 100's building
15:11,Neutral,Mid Lane Outer Turret,Team 100's building
15:44,Team 200,Monster,
16:50,Neutral,Top Lane Outer Turret,Team 200's building
17:23,Neutral,Mid Lane Inner Turret,Team 100's building
19:03,Neutral,Bot Lane Inner Turret,Team 100's building
19:11,Neutral,Bot Lane Base Turret,Team 100's building
20:03,Team 200,Water Dragon,
20:35,Neutral,Mid Lane Outer Turret,Team 200's building; 500 gold
22:07,Neutral,Top Lane Inner Turret,Team 100's building
22:20,Neutral,Bot Lane Outer Turret,Team 200's building
22:20,Neutral,Top Lane Base Turret,Team 100's building
23:16,Neutral,Mid Lane Base Turret,Team 100's building
25:35,Team 200,Water Dragon,
25:55,Team 200,Monster,
26:35,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:45,Neutral,Mid Lane Nexus Turret,Team 100's building
26:48,Neutral,Mid Lane Nexus Turret,Team 100's building
