Match ID:,NA1_5313558906
Game Duration:,1276
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,899","3,064",-165
3,"4,333","4,527",-194
4,"5,667","6,079",-412
5,"6,964","7,958",-994
6,"8,275","9,455","-1,180"
7,"10,054","10,947",-893
8,"11,116","13,064","-1,948"
9,"12,724","14,512","-1,788"
10,"14,495","17,136","-2,641"
11,"16,329","19,658","-3,329"
12,"18,321","21,364","-3,043"
13,"19,882","24,405","-4,523"
14,"22,484","25,811","-3,327"
15,"25,013","29,196","-4,183"
16,"27,149","30,420","-3,271"
17,"28,695","33,186","-4,491"
18,"30,442","35,176","-4,734"
19,"31,579","37,885","-6,306"
20,"33,282","41,848","-8,566"
21,"36,800","45,769","-8,969"
""
Objective Timeline
Time,Team,Objective,Details
9:06,Team 100,Air Dragon,
14:16,Neutral,Top Lane Outer Turret,Team 100's building
14:54,Neutral,Mid Lane Outer Turret,Team 100's building
16:08,Team 200,Fire Dragon,
16:09,Neutral,Dragon Soul Given,
17:29,Team 200,Monster,
18:36,Neutral,Bot Lane Outer Turret,Team 100's building
19:25,Neutral,Bot Lane Inner Turret,Team 100's building
20:02,Neutral,Bot Lane Base Turret,Team 100's building
20:09,Neutral,Mid Lane Inner Turret,Team 100's building
