Match ID:,NA1_5305062926
Game Duration:,1524
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,966","2,926",+40
3,"4,821","4,865",-44
4,"6,994","6,104",+890
5,"9,025","7,456","+1,569"
6,"10,347","9,103","+1,244"
7,"11,782","11,738",+44
8,"14,111","14,019",+92
9,"15,578","15,794",-216
10,"17,683","17,452",+231
11,"20,112","19,741",+371
12,"21,894","22,106",-212
13,"24,427","23,823",+604
14,"25,725","26,503",-778
15,"28,585","28,889",-304
16,"30,114","31,367","-1,253"
17,"31,789","34,052","-2,263"
18,"33,690","36,512","-2,822"
19,"36,820","39,075","-2,255"
20,"38,657","40,922","-2,265"
21,"41,032","43,097","-2,065"
22,"42,251","44,796","-2,545"
23,"43,336","47,937","-4,601"
24,"44,204","53,965","-9,761"
25,"45,850","56,512","-10,662"
""
Objective Timeline
Time,Team,Objective,Details
6:26,Team 100,Air Dragon,
11:45,Team 100,Fire Dragon,
11:46,Neutral,Dragon Soul Given,
14:21,Neutral,Top Lane Outer Turret,Team 100's building
15:33,Neutral,Bot Lane Outer Turret,Team 100's building
15:55,Team 100,Monster,
16:18,Neutral,Mid Lane Outer Turret,Team 100's building
17:12,Team 200,Chemtech Dragon,
17:32,Neutral,Top Lane Outer Turret,Team 200's building
18:51,Neutral,Mid Lane Outer Turret,Team 200's building
19:06,Neutral,Bot Lane Outer Turret,Team 200's building
22:31,Neutral,Mid Lane Inner Turret,Team 100's building
22:42,Team 200,Chemtech Dragon,
23:04,Neutral,Bot Lane Inner Turret,Team 100's building
23:27,Neutral,Mid Lane Base Turret,Team 100's building
23:32,Neutral,Inhibitor Building (Mid Lane),Team 100's building
23:49,Neutral,Bot Lane Base Turret,Team 100's building
23:53,Neutral,Top Lane Inner Turret,Team 100's building
25:06,Neutral,Mid Lane Nexus Turret,Team 100's building
25:06,Neutral,Mid Lane Nexus Turret,Team 100's building
