Match ID:,NA1_5311065086
Game Duration:,1657
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,033","3,007",+26
3,"4,590","4,797",-207
4,"6,013","6,400",-387
5,"7,754","8,654",-900
6,"9,434","9,834",-400
7,"11,296","11,627",-331
8,"13,113","13,189",-76
9,"14,490","14,928",-438
10,"16,697","17,555",-858
11,"18,415","19,248",-833
12,"19,845","20,863","-1,018"
13,"21,922","22,750",-828
14,"24,377","24,329",+48
15,"25,817","25,889",-72
16,"27,713","29,382","-1,669"
17,"29,993","31,148","-1,155"
18,"32,961","33,603",-642
19,"34,553","35,718","-1,165"
20,"36,422","37,490","-1,068"
21,"39,767","40,228",-461
22,"41,301","42,278",-977
23,"43,062","44,799","-1,737"
24,"44,709","47,262","-2,553"
25,"46,059","49,768","-3,709"
26,"48,940","54,886","-5,946"
27,"50,336","58,253","-7,917"
28,"50,794","61,610","-10,816"
""
Objective Timeline
Time,Team,Objective,Details
12:34,Team 200,Air Dragon,
15:31,Neutral,Top Lane Outer Turret,Team 100's building
15:45,Team 100,Monster,
15:55,Neutral,Bot Lane Outer Turret,Team 100's building
17:47,Neutral,Mid Lane Outer Turret,Team 100's building
17:48,Neutral,Bot Lane Outer Turret,Team 200's building
17:53,Team 100,Chemtech Dragon,
17:53,Neutral,Dragon Soul Given,
20:22,Neutral,Top Lane Outer Turret,Team 200's building
20:41,Neutral,Mid Lane Outer Turret,Team 200's building
23:15,Team 200,Fire Dragon,
23:24,Neutral,Bot Lane Inner Turret,Team 100's building
25:25,Team 200,Monster,
25:51,Neutral,Bot Lane Inner Turret,Team 200's building; 800 gold
25:51,Neutral,Mid Lane Inner Turret,Team 100's building
27:20,Neutral,Bot Lane Base Turret,Team 100's building
27:23,Neutral,Inhibitor Building (Bot Lane),Team 100's building
27:28,Neutral,Mid Lane Nexus Turret,Team 100's building
27:31,Neutral,Mid Lane Nexus Turret,Team 100's building
