Match ID:,NA1_5306578603
Game Duration:,1086
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,066","2,996",+70
3,"4,460","4,640",-180
4,"6,896","5,771","+1,125"
5,"9,622","6,726","+2,896"
6,"11,248","8,252","+2,996"
7,"14,279","9,457","+4,822"
8,"15,404","10,856","+4,548"
9,"18,138","12,723","+5,415"
10,"19,834","15,259","+4,575"
11,"22,088","16,724","+5,364"
12,"23,995","18,606","+5,389"
13,"27,111","21,609","+5,502"
14,"31,202","22,305","+8,897"
15,"33,044","23,625","+9,419"
16,"35,715","28,458","+7,257"
17,"37,786","30,037","+7,749"
18,"42,579","31,652","+10,927"
""
Objective Timeline
Time,Team,Objective,Details
9:38,Team 100,Earth Dragon,
12:51,Neutral,Top Lane Outer Turret,Team 200's building
12:51,Neutral,Bot Lane Outer Turret,Team 100's building
13:06,Neutral,Mid Lane Outer Turret,Team 200's building
14:03,Neutral,Bot Lane Outer Turret,Team 200's building
14:58,Team 100,Fire Dragon,
14:59,Neutral,Dragon Soul Given,
15:44,Neutral,Top Lane Inner Turret,Team 200's building
16:44,Team 100,Monster,
17:08,Neutral,Mid Lane Inner Turret,Team 200's building
17:46,Neutral,Top Lane Base Turret,Team 200's building
