Match ID:,NA1_5312786723
Game Duration:,1620
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,502","2,500",+2
2,"3,265","3,379",-114
3,"4,572","4,605",-33
4,"6,611","6,801",-190
5,"8,000","9,212","-1,212"
6,"9,687","11,465","-1,778"
7,"12,051","13,826","-1,775"
8,"14,191","15,239","-1,048"
9,"15,739","16,631",-892
10,"18,177","19,672","-1,495"
11,"20,251","22,111","-1,860"
12,"22,411","23,468","-1,057"
13,"24,603","25,800","-1,197"
14,"26,256","27,666","-1,410"
15,"29,551","30,174",-623
16,"32,234","32,668",-434
17,"34,120","35,992","-1,872"
18,"35,625","37,822","-2,197"
19,"39,702","40,209",-507
20,"40,890","41,496",-606
21,"42,705","44,204","-1,499"
22,"46,866","46,036",+830
23,"49,270","47,440","+1,830"
24,"52,380","50,084","+2,296"
25,"54,189","51,157","+3,032"
26,"58,925","52,653","+6,272"
27,"62,982","53,935","+9,047"
""
Objective Timeline
Time,Team,Objective,Details
8:22,Team 200,Chemtech Dragon,
13:53,Team 100,Water Dragon,
13:53,Neutral,Dragon Soul Given,
14:18,Neutral,Top Lane Outer Turret,Team 100's building
14:50,Neutral,Mid Lane Outer Turret,Team 100's building
14:51,Neutral,Bot Lane Outer Turret,Team 200's building
15:13,Neutral,Mid Lane Outer Turret,Team 200's building
15:20,Neutral,Bot Lane Inner Turret,Team 200's building
15:41,Team 200,Monster,
16:12,Neutral,Top Lane Inner Turret,Team 100's building
16:23,Neutral,Top Lane Base Turret,Team 100's building
19:29,Team 100,Air Dragon,
20:22,Neutral,Mid Lane Inner Turret,Team 100's building
20:51,Neutral,Mid Lane Base Turret,Team 100's building
21:26,Neutral,Bot Lane Outer Turret,Team 100's building
21:58,Neutral,Top Lane Outer Turret,Team 200's building
24:31,Neutral,Mid Lane Inner Turret,Team 200's building
24:49,Team 100,Air Dragon,
25:49,Team 100,Monster,
25:55,Neutral,Mid Lane Base Turret,Team 200's building
26:36,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:49,Neutral,Mid Lane Nexus Turret,Team 200's building
26:52,Neutral,Mid Lane Nexus Turret,Team 200's building
