Match ID:,NA1_5318305918
Game Duration:,1623
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,510","2,965",-455
2,"3,027","3,517",-490
3,"4,926","5,229",-303
4,"6,301","7,322","-1,021"
5,"8,017","9,207","-1,190"
6,"9,167","10,570","-1,403"
7,"10,679","11,844","-1,165"
8,"12,603","13,201",-598
9,"14,662","14,547",+115
10,"16,137","17,692","-1,555"
11,"17,689","20,050","-2,361"
12,"19,521","21,411","-1,890"
13,"21,497","23,988","-2,491"
14,"23,640","26,618","-2,978"
15,"25,679","28,031","-2,352"
16,"28,423","30,351","-1,928"
17,"30,828","33,362","-2,534"
18,"35,604","35,093",+511
19,"38,103","36,509","+1,594"
20,"41,158","37,348","+3,810"
21,"43,383","39,575","+3,808"
22,"46,402","43,182","+3,220"
23,"48,708","45,733","+2,975"
24,"50,242","48,272","+1,970"
25,"52,153","49,842","+2,311"
26,"53,946","51,087","+2,859"
27,"57,985","52,223","+5,762"
""
Objective Timeline
Time,Team,Objective,Details
11:44,Team 200,Air Dragon,
16:21,Neutral,Bot Lane Outer Turret,Team 100's building
16:21,Neutral,Mid Lane Outer Turret,Team 100's building
17:21,Team 200,Hextech Dragon,
17:21,Neutral,Dragon Soul Given,
17:21,Neutral,Bot Lane Outer Turret,Team 200's building
18:04,Neutral,Bot Lane Inner Turret,Team 200's building
18:18,Neutral,Mid Lane Outer Turret,Team 200's building
19:32,Team 100,Monster,
20:01,Neutral,Top Lane Outer Turret,Team 200's building
20:57,Neutral,Top Lane Outer Turret,Team 100's building
21:37,Neutral,Mid Lane Inner Turret,Team 200's building
21:46,Neutral,Top Lane Inner Turret,Team 100's building
22:36,Neutral,Top Lane Inner Turret,Team 200's building
22:40,Team 200,Water Dragon,
26:41,Neutral,Mid Lane Base Turret,Team 200's building
26:43,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:51,Neutral,Mid Lane Nexus Turret,Team 200's building
26:57,Neutral,Mid Lane Nexus Turret,Team 200's building
