Match ID:,NA1_5304203576
Game Duration:,1682
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,076","2,984",+92
3,"4,850","4,495",+355
4,"6,166","6,142",+24
5,"7,572","8,273",-701
6,"9,136","9,711",-575
7,"11,094","11,055",+39
8,"12,739","12,891",-152
9,"14,283","14,421",-138
10,"15,926","16,450",-524
11,"17,549","19,387","-1,838"
12,"20,861","22,023","-1,162"
13,"22,673","24,230","-1,557"
14,"24,437","26,084","-1,647"
15,"26,378","27,905","-1,527"
16,"28,708","30,106","-1,398"
17,"31,203","31,671",-468
18,"34,072","34,368",-296
19,"35,813","36,837","-1,024"
20,"38,162","38,287",-125
21,"42,032","39,841","+2,191"
22,"44,079","40,890","+3,189"
23,"48,509","41,813","+6,696"
24,"50,875","43,248","+7,627"
25,"53,352","45,383","+7,969"
26,"54,941","46,813","+8,128"
27,"58,108","48,934","+9,174"
28,"61,882","50,429","+11,453"
""
Objective Timeline
Time,Team,Objective,Details
11:06,Neutral,Bot Lane Outer Turret,Team 100's building
11:08,Team 200,Hextech Dragon,
14:36,Neutral,Top Lane Outer Turret,Team 100's building
15:17,Team 100,Monster,
15:18,Neutral,Top Lane Outer Turret,Team 200's building
16:34,Team 200,Earth Dragon,
16:35,Neutral,Dragon Soul Given,
17:02,Neutral,Top Lane Inner Turret,Team 200's building
17:05,Neutral,Mid Lane Outer Turret,Team 100's building
17:15,Neutral,Top Lane Base Turret,Team 200's building
17:19,Neutral,Mid Lane Inner Turret,Team 100's building
20:10,Neutral,Mid Lane Outer Turret,Team 200's building
20:16,Neutral,Bot Lane Outer Turret,Team 200's building
20:24,Neutral,Mid Lane Inner Turret,Team 200's building
22:05,Team 100,Air Dragon,
22:51,Neutral,Bot Lane Inner Turret,Team 200's building
24:10,Neutral,Mid Lane Base Turret,Team 200's building
24:14,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:40,Team 100,Monster,
