Match ID:,NA1_5311546940
Game Duration:,2437
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,277","3,011",+266
3,"4,982","4,398",+584
4,"7,280","6,361",+919
5,"9,094","7,287","+1,807"
6,"10,380","9,732",+648
7,"11,821","12,005",-184
8,"13,786","13,364",+422
9,"15,538","16,513",-975
10,"17,190","18,093",-903
11,"19,342","21,336","-1,994"
12,"21,765","22,946","-1,181"
13,"23,960","25,259","-1,299"
14,"25,748","26,966","-1,218"
15,"27,540","29,893","-2,353"
16,"29,111","33,149","-4,038"
17,"30,475","35,684","-5,209"
18,"32,470","38,909","-6,439"
19,"35,102","41,997","-6,895"
20,"37,130","43,664","-6,534"
21,"41,666","45,030","-3,364"
22,"46,027","46,305",-278
23,"48,960","48,587",+373
24,"51,184","50,952",+232
25,"52,961","52,613",+348
26,"55,809","54,555","+1,254"
27,"58,416","57,236","+1,180"
28,"59,708","60,418",-710
29,"61,174","61,654",-480
30,"62,671","63,165",-494
""
Objective Timeline
Time,Team,Objective,Details
13:12,Team 200,Hextech Dragon,
14:01,Neutral,Bot Lane Outer Turret,Team 100's building
14:21,Neutral,Top Lane Outer Turret,Team 200's building
14:27,Neutral,Bot Lane Inner Turret,Team 100's building
16:22,Neutral,Mid Lane Outer Turret,Team 100's building
16:26,Team 200,Monster,
17:53,Neutral,Mid Lane Inner Turret,Team 100's building
17:56,Neutral,Top Lane Outer Turret,Team 100's building
18:09,Neutral,Mid Lane Base Turret,Team 100's building
18:13,Neutral,Bot Lane Outer Turret,Team 200's building
18:30,Team 100,Earth Dragon,
18:30,Neutral,Dragon Soul Given,
18:31,Neutral,Top Lane Inner Turret,Team 100's building
21:09,Neutral,Mid Lane Outer Turret,Team 200's building
21:30,Neutral,Bot Lane Inner Turret,Team 200's building
23:44,Team 100,Water Dragon,
23:58,Neutral,Top Lane Inner Turret,Team 200's building
26:17,Team 100,Monster,
27:12,Neutral,Mid Lane Inner Turret,Team 200's building
29:01,Team 200,Water Dragon,
31:57,Neutral,Inhibitor Building (Mid Lane),Team 100's building
32:28,Team 200,Monster,
34:10,Neutral,Top Lane Base Turret,Team 100's building
34:15,Neutral,Inhibitor Building (Top Lane),Team 100's building
35:16,Team 200,Water Dragon,
36:13,Neutral,Mid Lane Base Turret,Team 200's building
36:21,Neutral,Inhibitor Building (Mid Lane),Team 200's building
36:38,Neutral,Top Lane Base Turret,Team 200's building
36:41,Neutral,Inhibitor Building (Top Lane),Team 200's building
38:46,Neutral,Mid Lane Nexus Turret,Team 200's building
39:29,Team 100,Monster,
40:30,Neutral,Mid Lane Nexus Turret,Team 200's building
