Match ID:,NA1_5316091022
Game Duration:,1494
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,001","2,995",+6
3,"5,290","4,280","+1,010"
4,"7,047","6,299",+748
5,"9,010","8,380",+630
6,"10,433","9,874",+559
7,"12,414","11,678",+736
8,"13,983","13,434",+549
9,"15,550","14,776",+774
10,"17,543","17,425",+118
11,"19,267","18,844",+423
12,"21,336","20,071","+1,265"
13,"23,820","21,960","+1,860"
14,"25,619","23,799","+1,820"
15,"28,011","25,201","+2,810"
16,"31,555","27,935","+3,620"
17,"33,152","29,922","+3,230"
18,"34,867","31,977","+2,890"
19,"36,879","33,839","+3,040"
20,"38,545","35,799","+2,746"
21,"41,551","37,991","+3,560"
22,"44,474","39,123","+5,351"
23,"46,244","40,244","+6,000"
24,"49,012","41,408","+7,604"
25,"53,538","42,277","+11,261"
""
Objective Timeline
Time,Team,Objective,Details
8:43,Team 100,Earth Dragon,
14:34,Neutral,Top Lane Outer Turret,Team 200's building
14:35,Team 200,Chemtech Dragon,
14:35,Neutral,Dragon Soul Given,
15:35,Team 100,Monster,
15:45,Neutral,Mid Lane Outer Turret,Team 200's building
17:15,Neutral,Bot Lane Outer Turret,Team 100's building
18:37,Neutral,Top Lane Outer Turret,Team 100's building
18:46,Neutral,Bot Lane Outer Turret,Team 200's building
20:01,Team 100,Air Dragon,
23:01,Neutral,Bot Lane Inner Turret,Team 200's building
23:38,Neutral,Mid Lane Inner Turret,Team 200's building
24:24,Neutral,Mid Lane Base Turret,Team 200's building
24:30,Neutral,Inhibitor Building (Mid Lane),Team 200's building
