Match ID:,NA1_5306126632
Game Duration:,1684
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,074","3,322",-248
3,"4,713","4,941",-228
4,"5,868","6,869","-1,001"
5,"7,240","8,435","-1,195"
6,"9,725","10,901","-1,176"
7,"11,494","12,873","-1,379"
8,"13,105","14,750","-1,645"
9,"15,089","16,877","-1,788"
10,"17,610","18,694","-1,084"
11,"19,206","21,021","-1,815"
12,"22,671","22,688",-17
13,"25,712","24,642","+1,070"
14,"27,607","26,408","+1,199"
15,"30,807","28,238","+2,569"
16,"32,162","33,099",-937
17,"34,371","34,635",-264
18,"35,845","38,186","-2,341"
19,"38,089","40,957","-2,868"
20,"41,189","45,223","-4,034"
21,"42,587","47,010","-4,423"
22,"46,900","48,215","-1,315"
23,"48,269","49,866","-1,597"
24,"50,586","52,313","-1,727"
25,"52,315","54,146","-1,831"
26,"54,655","57,583","-2,928"
27,"55,951","60,082","-4,131"
28,"58,853","64,054","-5,201"
""
Objective Timeline
Time,Team,Objective,Details
5:31,Team 100,Chemtech Dragon,
12:05,Neutral,Bot Lane Outer Turret,Team 200's building
12:44,Team 200,Water Dragon,
12:44,Neutral,Dragon Soul Given,
14:00,Neutral,Top Lane Outer Turret,Team 100's building
14:32,Neutral,Mid Lane Outer Turret,Team 200's building
15:35,Neutral,Mid Lane Outer Turret,Team 100's building
15:57,Team 200,Monster,
17:57,Neutral,Bot Lane Outer Turret,Team 100's building
18:02,Neutral,Top Lane Outer Turret,Team 200's building
18:03,Team 200,Hextech Dragon,
19:26,Neutral,Mid Lane Inner Turret,Team 100's building
19:43,Neutral,Top Lane Inner Turret,Team 100's building
20:07,Neutral,Top Lane Base Turret,Team 100's building
21:39,Neutral,Bot Lane Inner Turret,Team 200's building
21:56,Neutral,Bot Lane Base Turret,Team 200's building
23:13,Team 200,Hextech Dragon,
25:11,Team 100,Monster,
25:49,Neutral,Mid Lane Base Turret,Team 100's building
25:54,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:01,Neutral,Inhibitor Building (Top Lane),Team 100's building
27:52,Neutral,Mid Lane Nexus Turret,Team 100's building
27:54,Neutral,Mid Lane Nexus Turret,Team 100's building
