Match ID:,NA1_5302918184
Game Duration:,1881
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,060","2,994",+66
3,"4,486","4,543",-57
4,"6,529","6,424",+105
5,"7,733","8,243",-510
6,"9,674","9,399",+275
7,"11,518","10,682",+836
8,"13,527","13,254",+273
9,"14,984","14,689",+295
10,"17,396","16,585",+811
11,"19,121","18,450",+671
12,"21,480","20,241","+1,239"
13,"23,522","21,763","+1,759"
14,"25,007","25,165",-158
15,"27,439","26,953",+486
16,"29,102","29,340",-238
17,"31,484","31,129",+355
18,"33,832","33,668",+164
19,"35,631","34,866",+765
20,"37,901","38,133",-232
21,"39,502","40,663","-1,161"
22,"43,252","41,605","+1,647"
23,"45,136","42,789","+2,347"
24,"46,617","44,872","+1,745"
25,"48,579","47,509","+1,070"
26,"50,013","48,709","+1,304"
27,"53,463","50,048","+3,415"
28,"55,099","50,976","+4,123"
29,"59,531","52,515","+7,016"
30,"63,118","53,522","+9,596"
""
Objective Timeline
Time,Team,Objective,Details
10:44,Team 100,Chemtech Dragon,
13:32,Neutral,Top Lane Outer Turret,Team 100's building
14:38,Neutral,Mid Lane Outer Turret,Team 100's building
14:54,Neutral,Bot Lane Outer Turret,Team 200's building
15:59,Team 100,Air Dragon,
15:59,Neutral,Dragon Soul Given,
17:06,Neutral,Top Lane Inner Turret,Team 100's building
18:04,Team 100,Monster,
19:36,Neutral,Top Lane Base Turret,Team 100's building
19:48,Neutral,Inhibitor Building (Top Lane),Team 100's building
20:19,Neutral,Mid Lane Outer Turret,Team 200's building
21:27,Team 200,Water Dragon,
23:15,Neutral,Bot Lane Outer Turret,Team 100's building
26:51,Team 100,Water Dragon,
28:54,Team 100,Monster,
29:46,Neutral,Mid Lane Inner Turret,Team 200's building
29:51,Neutral,Top Lane Outer Turret,Team 200's building
30:10,Neutral,Mid Lane Base Turret,Team 200's building
30:17,Neutral,Top Lane Inner Turret,Team 200's building
30:23,Neutral,Bot Lane Inner Turret,Team 200's building
30:23,Neutral,Inhibitor Building (Mid Lane),Team 200's building
30:33,Neutral,Top Lane Base Turret,Team 200's building
30:39,Neutral,Bot Lane Base Turret,Team 200's building
30:45,Neutral,Inhibitor Building (Top Lane),Team 200's building
30:47,Neutral,Inhibitor Building (Bot Lane),Team 200's building
30:55,Neutral,Mid Lane Nexus Turret,Team 200's building
31:00,Neutral,Mid Lane Nexus Turret,Team 200's building
