Match ID:,NA1_5301376526
Game Duration:,2171
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,510",-10
2,"2,934","3,356",-422
3,"4,713","4,825",-112
4,"6,233","7,217",-984
5,"7,777","8,687",-910
6,"8,953","9,982","-1,029"
7,"10,628","11,842","-1,214"
8,"13,172","13,788",-616
9,"14,495","14,936",-441
10,"16,197","17,954","-1,757"
11,"17,865","20,657","-2,792"
12,"19,762","22,602","-2,840"
13,"23,590","24,475",-885
14,"25,361","26,606","-1,245"
15,"27,959","27,582",+377
16,"29,843","29,639",+204
17,"33,183","30,700","+2,483"
18,"34,669","33,974",+695
19,"35,975","37,196","-1,221"
20,"37,837","38,622",-785
21,"40,886","40,333",+553
22,"43,139","42,419",+720
23,"44,833","43,899",+934
24,"46,599","45,835",+764
25,"48,192","47,343",+849
26,"51,956","50,287","+1,669"
27,"53,019","51,903","+1,116"
28,"55,600","53,389","+2,211"
29,"57,261","54,976","+2,285"
30,"59,219","57,292","+1,927"
""
Objective Timeline
Time,Team,Objective,Details
6:35,Team 200,Fire Dragon,
13:17,Neutral,Top Lane Outer Turret,Team 100's building
14:18,Team 200,Air Dragon,
14:19,Neutral,Dragon Soul Given,
15:18,Neutral,Mid Lane Outer Turret,Team 200's building
16:54,Neutral,Top Lane Outer Turret,Team 200's building
16:59,Team 100,Monster,
18:26,Neutral,Bot Lane Outer Turret,Team 100's building
18:33,Neutral,Mid Lane Outer Turret,Team 100's building
20:27,Neutral,Bot Lane Outer Turret,Team 200's building
21:51,Team 200,Chemtech Dragon,
23:16,Neutral,Mid Lane Inner Turret,Team 200's building
25:24,Neutral,Bot Lane Inner Turret,Team 100's building
25:38,Team 100,Monster,
27:22,Team 100,Chemtech Dragon,
28:18,Neutral,Bot Lane Inner Turret,Team 200's building
31:55,Team 100,Monster,
33:11,Team 100,Chemtech Dragon,
35:44,Neutral,Mid Lane Base Turret,Team 200's building
35:48,Neutral,Inhibitor Building (Mid Lane),Team 200's building
35:55,Neutral,Mid Lane Nexus Turret,Team 200's building
36:02,Neutral,Mid Lane Nexus Turret,Team 200's building
