Match ID:,NA1_5313663543
Game Duration:,2274
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,040","3,037",+3
3,"4,474","4,738",-264
4,"6,341","6,865",-524
5,"7,638","8,651","-1,013"
6,"9,279","9,926",-647
7,"11,376","11,717",-341
8,"12,802","13,561",-759
9,"14,739","15,440",-701
10,"16,745","17,579",-834
11,"19,553","19,215",+338
12,"21,060","21,237",-177
13,"23,295","23,044",+251
14,"25,754","25,236",+518
15,"27,061","27,091",-30
16,"30,282","28,637","+1,645"
17,"31,844","29,997","+1,847"
18,"33,971","31,557","+2,414"
19,"36,167","32,705","+3,462"
20,"37,615","36,031","+1,584"
21,"39,190","38,219",+971
22,"41,938","39,437","+2,501"
23,"44,304","41,283","+3,021"
24,"46,690","42,330","+4,360"
25,"47,793","46,524","+1,269"
26,"51,193","48,070","+3,123"
27,"53,806","49,537","+4,269"
28,"57,450","52,410","+5,040"
29,"58,514","54,481","+4,033"
30,"60,167","57,820","+2,347"
""
Objective Timeline
Time,Team,Objective,Details
7:11,Team 200,Hextech Dragon,
12:31,Team 100,Water Dragon,
12:31,Neutral,Dragon Soul Given,
13:23,Neutral,Top Lane Outer Turret,Team 200's building
14:53,Neutral,Bot Lane Outer Turret,Team 100's building
15:28,Team 100,Monster,
15:57,Neutral,Mid Lane Outer Turret,Team 200's building
18:30,Neutral,Bot Lane Outer Turret,Team 200's building
18:40,Team 100,Air Dragon,
23:34,Neutral,Top Lane Inner Turret,Team 200's building
24:22,Team 200,Air Dragon,
26:21,Team 100,Monster,
27:11,Neutral,Mid Lane Inner Turret,Team 200's building
27:29,Neutral,Bot Lane Inner Turret,Team 200's building
27:30,Neutral,Top Lane Outer Turret,Team 100's building
27:41,Neutral,Bot Lane Base Turret,Team 200's building
27:50,Neutral,Inhibitor Building (Bot Lane),Team 200's building
28:20,Neutral,Mid Lane Base Turret,Team 200's building
29:48,Team 100,Air Dragon,
29:59,Neutral,Top Lane Inner Turret,Team 100's building
31:10,Neutral,Mid Lane Outer Turret,Team 100's building
32:50,Team 100,Monster,
33:51,Neutral,Inhibitor Building (Mid Lane),Team 200's building
33:53,Neutral,Top Lane Base Turret,Team 200's building
34:12,Neutral,Inhibitor Building (Top Lane),Team 200's building
34:14,Neutral,Inhibitor Building (Bot Lane),Team 200's building
34:37,Neutral,Mid Lane Nexus Turret,Team 200's building
34:44,Neutral,Mid Lane Nexus Turret,Team 200's building
35:13,Team 100,Air Dragon,
35:14,Neutral,Dragon Soul Given,
37:48,Neutral,Mid Lane Nexus Turret,Team 200's building
37:48,Neutral,Mid Lane Nexus Turret,Team 200's building
