Match ID:,NA1_5306919298
Game Duration:,1714
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,895",-395
2,"3,356","3,355",+1
3,"4,841","4,711",+130
4,"7,201","6,086","+1,115"
5,"8,845","7,463","+1,382"
6,"10,155","9,285",+870
7,"12,135","11,358",+777
8,"14,686","12,762","+1,924"
9,"16,281","14,943","+1,338"
10,"17,895","16,358","+1,537"
11,"20,976","17,675","+3,301"
12,"22,323","19,433","+2,890"
13,"24,983","21,256","+3,727"
14,"26,820","22,901","+3,919"
15,"29,191","25,773","+3,418"
16,"30,830","27,218","+3,612"
17,"32,253","29,967","+2,286"
18,"35,770","33,519","+2,251"
19,"38,317","35,765","+2,552"
20,"39,365","36,962","+2,403"
21,"43,092","38,394","+4,698"
22,"44,178","40,304","+3,874"
23,"47,337","42,484","+4,853"
24,"50,479","44,691","+5,788"
25,"52,198","46,010","+6,188"
26,"53,551","47,373","+6,178"
27,"56,401","48,931","+7,470"
28,"57,456","50,635","+6,821"
29,"60,435","51,350","+9,085"
""
Objective Timeline
Time,Team,Objective,Details
6:22,Team 100,Hextech Dragon,
13:03,Team 100,Earth Dragon,
13:04,Neutral,Dragon Soul Given,
14:27,Neutral,Bot Lane Outer Turret,Team 200's building
14:53,Neutral,Top Lane Outer Turret,Team 100's building
15:47,Team 100,Monster,
16:02,Neutral,Bot Lane Outer Turret,Team 100's building
17:59,Neutral,Mid Lane Outer Turret,Team 200's building
18:34,Team 100,Fire Dragon,
20:59,Neutral,Bot Lane Inner Turret,Team 200's building
21:10,Neutral,Mid Lane Outer Turret,Team 100's building
22:02,Neutral,Top Lane Outer Turret,Team 200's building
22:28,Neutral,Top Lane Inner Turret,Team 200's building
23:58,Team 100,Fire Dragon,
23:59,Neutral,Dragon Soul Given,
26:52,Neutral,Mid Lane Inner Turret,Team 200's building
