Match ID:,NA1_5313979914
Game Duration:,2112
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,967","3,071",-104
3,"4,548","4,438",+110
4,"6,000","6,014",-14
5,"8,005","7,393",+612
6,"9,545","8,745",+800
7,"11,481","9,868","+1,613"
8,"13,017","11,318","+1,699"
9,"14,844","13,280","+1,564"
10,"16,836","15,029","+1,807"
11,"19,188","16,871","+2,317"
12,"20,731","18,197","+2,534"
13,"23,234","19,943","+3,291"
14,"25,861","21,151","+4,710"
15,"27,305","23,845","+3,460"
16,"29,000","25,980","+3,020"
17,"32,818","27,906","+4,912"
18,"34,353","32,431","+1,922"
19,"35,760","34,349","+1,411"
20,"37,131","36,198",+933
21,"39,481","37,473","+2,008"
22,"41,560","40,237","+1,323"
23,"43,058","41,732","+1,326"
24,"44,872","43,314","+1,558"
25,"46,647","45,107","+1,540"
26,"50,481","47,592","+2,889"
27,"55,005","49,293","+5,712"
28,"56,728","50,835","+5,893"
29,"59,347","52,109","+7,238"
30,"60,456","55,493","+4,963"
""
Objective Timeline
Time,Team,Objective,Details
6:07,Team 200,Chemtech Dragon,
11:51,Team 200,Earth Dragon,
11:51,Neutral,Dragon Soul Given,
15:21,Neutral,Top Lane Outer Turret,Team 100's building
15:25,Team 200,Monster,
16:04,Neutral,Mid Lane Outer Turret,Team 200's building
16:12,Neutral,Top Lane Outer Turret,Team 200's building
16:44,Neutral,Bot Lane Outer Turret,Team 200's building
17:16,Team 100,Fire Dragon,
18:24,Neutral,Mid Lane Outer Turret,Team 100's building
21:58,Neutral,Bot Lane Outer Turret,Team 100's building
22:44,Team 200,Fire Dragon,
25:27,Neutral,Bot Lane Inner Turret,Team 100's building
25:37,Neutral,Mid Lane Inner Turret,Team 200's building
25:48,Neutral,Mid Lane Base Turret,Team 200's building
26:21,Team 100,Monster,
26:26,Neutral,Bot Lane Base Turret,Team 100's building
27:54,Team 100,Fire Dragon,
28:20,Neutral,Bot Lane Inner Turret,Team 200's building
28:55,Neutral,Bot Lane Base Turret,Team 200's building
29:01,Neutral,Inhibitor Building (Bot Lane),Team 200's building
29:11,Neutral,Inhibitor Building (Mid Lane),Team 200's building
30:45,Neutral,Mid Lane Inner Turret,Team 100's building
30:47,Neutral,Inhibitor Building (Bot Lane),Team 100's building
32:21,Neutral,Top Lane Inner Turret,Team 200's building
33:09,Team 100,Fire Dragon,
33:49,Team 100,Monster,
34:44,Neutral,Mid Lane Base Turret,Team 100's building
34:48,Neutral,Inhibitor Building (Mid Lane),Team 100's building
34:58,Neutral,Mid Lane Nexus Turret,Team 100's building
35:04,Neutral,Mid Lane Nexus Turret,Team 100's building
