Match ID:,NA1_5312618457
Game Duration:,1839
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,889","3,043",-154
3,"4,235","4,970",-735
4,"5,897","6,779",-882
5,"7,290","8,605","-1,315"
6,"9,122","10,479","-1,357"
7,"10,571","12,557","-1,986"
8,"12,354","13,497","-1,143"
9,"14,118","14,757",-639
10,"16,566","16,860",-294
11,"18,390","18,759",-369
12,"20,975","20,251",+724
13,"22,469","22,288",+181
14,"23,811","24,277",-466
15,"26,320","25,504",+816
16,"28,464","28,039",+425
17,"30,371","29,477",+894
18,"32,616","30,977","+1,639"
19,"36,846","33,235","+3,611"
20,"39,944","35,426","+4,518"
21,"41,282","37,282","+4,000"
22,"43,563","39,838","+3,725"
23,"45,124","41,773","+3,351"
24,"47,674","44,142","+3,532"
25,"49,852","45,685","+4,167"
26,"52,692","49,770","+2,922"
27,"53,921","53,402",+519
28,"54,720","59,480","-4,760"
29,"56,936","60,999","-4,063"
30,"59,018","62,323","-3,305"
""
Objective Timeline
Time,Team,Objective,Details
9:01,Team 200,Chemtech Dragon,
14:25,Team 200,Fire Dragon,
14:26,Neutral,Dragon Soul Given,
15:45,Neutral,Mid Lane Outer Turret,Team 200's building
15:51,Neutral,Bot Lane Outer Turret,Team 100's building
17:26,Team 100,Monster,
18:22,Neutral,Top Lane Outer Turret,Team 100's building
18:24,Neutral,Mid Lane Inner Turret,Team 200's building
18:48,Neutral,Bot Lane Outer Turret,Team 200's building
19:29,Neutral,Top Lane Outer Turret,Team 200's building
19:54,Team 200,Water Dragon,
19:54,Neutral,Top Lane Inner Turret,Team 200's building
21:31,Neutral,Top Lane Inner Turret,Team 100's building
23:23,Neutral,Bot Lane Inner Turret,Team 100's building
23:39,Neutral,Bot Lane Base Turret,Team 100's building
24:01,Neutral,Mid Lane Base Turret,Team 200's building
25:10,Team 100,Water Dragon,
25:10,Neutral,Top Lane Base Turret,Team 100's building
25:16,Neutral,Inhibitor Building (Top Lane),Team 100's building
26:40,Neutral,Mid Lane Outer Turret,Team 100's building
27:01,Team 200,Monster,
27:48,Neutral,Mid Lane Inner Turret,Team 100's building
27:56,Neutral,Mid Lane Nexus Turret,Team 100's building
28:10,Neutral,Mid Lane Base Turret,Team 100's building
30:23,Neutral,Inhibitor Building (Mid Lane),Team 100's building
30:30,Neutral,Mid Lane Nexus Turret,Team 100's building
