Match ID:,NA1_5304935242
Game Duration:,1479
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,036","2,937",+99
3,"4,425","4,494",-69
4,"6,889","6,412",+477
5,"8,323","7,607",+716
6,"9,878","9,357",+521
7,"11,368","11,712",-344
8,"12,773","13,210",-437
9,"14,871","15,003",-132
10,"16,838","17,542",-704
11,"18,476","19,040",-564
12,"20,106","20,825",-719
13,"22,000","22,745",-745
14,"23,501","25,452","-1,951"
15,"24,624","28,118","-3,494"
16,"26,509","31,687","-5,178"
17,"29,960","33,421","-3,461"
18,"32,380","35,790","-3,410"
19,"33,725","37,371","-3,646"
20,"37,563","40,938","-3,375"
21,"39,504","43,258","-3,754"
22,"40,874","44,811","-3,937"
23,"41,990","47,458","-5,468"
24,"42,861","49,725","-6,864"
25,"43,608","52,147","-8,539"
""
Objective Timeline
Time,Team,Objective,Details
10:23,Team 200,Chemtech Dragon,
15:17,Neutral,Top Lane Outer Turret,Team 100's building
15:41,Neutral,Top Lane Inner Turret,Team 100's building
15:46,Neutral,Bot Lane Outer Turret,Team 100's building
16:25,Team 200,Water Dragon,
16:25,Neutral,Dragon Soul Given,
16:45,Team 100,Monster,1000 gold
17:11,Neutral,Mid Lane Outer Turret,Team 100's building
17:44,Neutral,Mid Lane Outer Turret,Team 200's building; 480 gold
19:27,Neutral,Top Lane Outer Turret,Team 200's building; 350 gold
19:42,Neutral,Bot Lane Inner Turret,Team 100's building
19:46,Neutral,Top Lane Inner Turret,Team 200's building; 240 gold
19:54,Neutral,Mid Lane Inner Turret,Team 100's building
21:48,Team 200,Hextech Dragon,
24:11,Neutral,Mid Lane Base Turret,Team 100's building
