Match ID:,NA1_5308807606
Game Duration:,979
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,040","3,038",+2
3,"4,424","4,499",-75
4,"6,430","6,650",-220
5,"8,395","8,752",-357
6,"9,762","10,270",-508
7,"11,173","12,408","-1,235"
8,"12,738","15,544","-2,806"
9,"13,997","17,736","-3,739"
10,"15,741","20,408","-4,667"
11,"17,380","22,971","-5,591"
12,"18,741","24,755","-6,014"
13,"21,233","27,337","-6,104"
14,"22,348","30,889","-8,541"
15,"23,653","32,992","-9,339"
16,"25,174","35,964","-10,790"
""
Objective Timeline
Time,Team,Objective,Details
6:37,Team 100,Fire Dragon,
10:49,Neutral,Top Lane Outer Turret,Team 100's building
12:22,Neutral,Bot Lane Outer Turret,Team 100's building
12:26,Team 200,Chemtech Dragon,
12:27,Neutral,Dragon Soul Given,
13:44,Neutral,Mid Lane Outer Turret,Team 100's building
15:46,Neutral,Top Lane Inner Turret,Team 100's building
