Match ID:,NA1_5318118736
Game Duration:,2013
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,023","3,017",+6
3,"4,782","4,848",-66
4,"6,956","6,498",+458
5,"8,635","8,053",+582
6,"10,381","9,574",+807
7,"12,261","11,583",+678
8,"13,959","13,605",+354
9,"15,423","15,044",+379
10,"18,128","16,606","+1,522"
11,"20,144","18,699","+1,445"
12,"22,402","21,007","+1,395"
13,"23,820","22,395","+1,425"
14,"26,291","24,329","+1,962"
15,"28,614","25,477","+3,137"
16,"30,997","27,060","+3,937"
17,"33,638","28,601","+5,037"
18,"35,170","30,626","+4,544"
19,"36,969","32,135","+4,834"
20,"38,365","34,231","+4,134"
21,"39,693","36,159","+3,534"
22,"40,805","37,862","+2,943"
23,"44,620","40,447","+4,173"
24,"46,334","41,823","+4,511"
25,"47,619","43,710","+3,909"
26,"50,367","44,535","+5,832"
27,"54,709","47,093","+7,616"
28,"56,974","48,953","+8,021"
29,"59,599","51,010","+8,589"
30,"62,272","54,339","+7,933"
""
Objective Timeline
Time,Team,Objective,Details
14:19,Neutral,Top Lane Outer Turret,Team 200's building
14:40,Team 200,Water Dragon,
16:08,Neutral,Bot Lane Outer Turret,Team 200's building
16:27,Team 200,Monster,
20:00,Team 100,Air Dragon,
20:00,Neutral,Dragon Soul Given,
20:51,Neutral,Bot Lane Outer Turret,Team 100's building
22:22,Neutral,Mid Lane Outer Turret,Team 100's building
22:56,Neutral,Mid Lane Outer Turret,Team 200's building
25:42,Team 100,Earth Dragon,
26:08,Team 100,Monster,
27:08,Neutral,Top Lane Inner Turret,Team 200's building
27:20,Neutral,Mid Lane Inner Turret,Team 200's building
30:40,Neutral,Bot Lane Inner Turret,Team 200's building
30:58,Team 100,Earth Dragon,
31:52,Neutral,Top Lane Outer Turret,Team 100's building; 400 gold
32:03,Neutral,Bot Lane Base Turret,Team 200's building
32:08,Neutral,Inhibitor Building (Bot Lane),Team 200's building
32:24,Team 100,Monster,
33:08,Neutral,Top Lane Base Turret,Team 200's building
33:15,Neutral,Inhibitor Building (Top Lane),Team 200's building
33:21,Neutral,Mid Lane Nexus Turret,Team 200's building
33:25,Neutral,Mid Lane Nexus Turret,Team 200's building
